"","X","nid_id","lat","lon","river","purpose","yr_comp","res_age","hydr_hght","max_dis","max_stor","norm_stor","surf_area_km2","res_perim_km","sdi","mean_depth","mean_max_depth_ratio","mean_q","drain_area_km2","catch_surf_area_ratio","rel_depth_perc","lake_vol_m3","elev","reach_code","e2rf1","mean_v","strahler","water","wetlands","urb_grass","lo_urb_dev","hi_urb_dev","industry","for_dec","for_ever","for_mixed","shrub","grass","pasture","crops","orchards","barren","tn_bg_kg_km2_yr","tp_bg_kg_km2_yr","tn_bg_kg_km2_yr_atom","tn_kg_km2_yr","tp_kg_km2_yr","tn_point","tp_point","tn_fert","tp_fert","tn_ag_anml","tp_ag_anml","tn_forest","tp_forest","tn_barren","tp_barren","tn_shrub","tp_shrub","tn_grass","tp_grass","tn_frac","tp_frac","WinT_rcp85","WintT_abs","WinT_hist","SumT_hist","SumT_rcp85","SumT_abs","US_L3CODE","US_L3NAME","Histprecip","RCP85precip","ABSprecip","RESID","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","X_MACRO","N_MACRO","NN_PLNT","NN_ANIM","DEEP_LZ","N_SHADE","N_ALLOC","WS_AGRI","WS_ANIM","WS_LOGS","WS_MINE","WS_URBN","N_NUTRI","IN_TURB","OR_TURB","VAR_TUR","VAR_DO2","O_STRAT","HI_TEMP","LO_TEMP","T_STRAT","DESTRAT","THERMAL","CONTAMN","POLL_PS","POLLNPS","HYDROGR","RESIDUP","LOWRETE","LOWSTOR","WL_SEAS","WL_DROP","WL_LONG","WLSHORT","WL_FAST","DIST_UP","DIST_AD","SS","PreySS","PredSS","PPratio","ExoticSS","Richness","Evenness","NatStock","Nnatstock","IntrodUndes","Fishkills","FishPres","CatchRate","FishSize","CatchVar","AnglerSatis","FreqTourn","RatioFishing","SPP1comp","LargeFish","StockedFish","PopDen","SizeStruc","Condition","GRate","NatMort","R_age1","R_adult","CRA","BAS","PIK","PER","CAT","SUN","MOR","TRT","SAL","distance"
"457",1288,"MD00069",39.48022,-79.07167,"NORTH BRANCH POTOMAC RIVER","CSR",1981,34,282,193000,130900,94700,3.9052199,NA,NA,135.647357,0.481018996,NA,681.16737,174.4248705,1.854168473,116810556,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,4.3,1.1,20.81,25.89,5.08,69,"Central Appalachians",1225.78,1305.03,79.25,"MD5","MD",5,"Jennings Randolph Lake",-79.07167,39.48022,"SAP                1",1,0,2,1,0,4,1,0,0,1,2,2,2,2,2,0,3,0,0,3,1,1,1,1,2,3,0,4,1,1,1,1,2,1,1,3,1,0,3,3,2,1,1,1,2,2,3,3,2,2,3,1,3,3,3,3,1,3,3,3,3,1,1,2,2,3,3,3,2,2,2,2,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"458",1291,"MD00097",39.661,-76.1735,"Susquehanna River","HSR",1928,87,NA,1170000,310000,301400,34.95272982,NA,NA,35.89200976,NA,NA,70144.69917,2006.844969,0.163990175,371770872,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16,4.35,3.81,24.07,28.99,4.91,64,"Northern Piedmont",1169.27,1267.91,98.64,"MD3","MD",3,"Conowingo Pool",-76.1735,39.661,"SAP                3",2,2,1,1,2,3,2,2,3,2,5,3,3,2,2,1,2,3,4,1,2,4,4,4,2,2,2,4,4,4,3,3,4,3,3,3,2,3,2,1,2,3,3,2,2,3,2,1,1,1,3,3,3,4,2,2,2,2,2,2,2,3,1,2,2,2,3,3,3,3,3,3,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0
"459",1294,"MD00271",39.185,-77.3,"Little Seneca Creek","R",1984,31,NA,49500,24185,13050,2.0436643,NA,NA,47.89097917,NA,NA,53.871792,26.36039604,0.904918653,16096914,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,4.26,4.03,23.7,28.67,4.97,64,"Northern Piedmont",1169.27,1267.91,98.64,"MD7","MD",7,"Little Seneca Lake",-77.3,39.185,"SAP                4",1,1,1,1,0,1,1,2,3,1,2,1,1,1,1,4,0,4,0,0,0,1,2,1,0,0,3,0,1,1,1,1,3,1,1,1,1,1,2,1,4,0,0,0,0,0,0,0,0,0,4,4,4,2,4,3,1,3,3,1,1,3,1,5,3,3,3,3,1,4,4,4,1,5,5,3,3,3,4,4,0,1,0,0,0,0,0,0,0,0
"460",1555,"MI00560",42.3083,-83.7543,"HURON","SHR",1913,102,20.5,15100,7298,5040,3.22534742,NA,NA,9.156817122,0.446674006,NA,1885.51272,584.5922208,0.137726304,6216739.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,5.18,-0.21,21.76,27.01,5.25,55,"Eastern Corn Belt Plains",1034.84,1112.72,77.88,"MI14","MI",14,"Barton Pond",-83.7543,42.3083,"TPL                3",0,0,1,1,1,1,1,3,4,2,3,1,1,1,1,2,1,3,1,1,3,1,3,1,0,0,3,0,3,2,1,0,0,1,1,1,1,2,1,1,3,0,3,1,1,3,1,1,2,2,4,2,2,3,2,2,1,3,2,3,1,1,1,1,2,2,3,3,1,2,2,2,1,2,2,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0
"461",1760,"MN00514",44.51667,-92.93333,"CANNON","HR",1911,104,56,94500,24000,18500,6.5963818,18.07992864,1.985814652,14.72389258,0.262926653,439.235,3004.3884,455.4601227,0.154856825,22819380,NA,7.04e+12,18005,1.45,2,2.9,5.6,0.6,0.8,0.3,1.1,6.1,0.1,0.3,0,0.1,18.5,63.5,0,0,12,3,28,1295,54,5,11,76,34,11,54,1,1,0,0,0,0,0,0,0.77391,0.46452,1.72,5.99,-4.27,21.45,26.95,5.5,47,"Western Corn Belt Plains",826.1,873.55,47.45,"MN57","MN",57,"Lake Byllesby",-92.9333,44.5167,"TPL                1",2,2,2,1,1,3,2,3,4,4,5,3,4,3,3,0,4,1,1,2,3,1,5,4,0,0,3,0,5,5,4,2,1,1,1,1,3,1,3,1,5,4,0,1,1,3,3,1,1,1,5,5,3,3,3,3,3,4,3,4,1,3,1,3,3,3,3,2,1,3,2,2,1,2,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0.00409909317858129
"462",1780,"MN00583",46.78833,-93.32833,"SANDY RIVER","NCSRF",1895,120,13,3738,79400,38000,38.040484,102.8564092,4.704389074,8.446789119,0.649753009,148.617,1090.38579,28.66382979,0.036993825,46872240,NA,7.01e+12,17459,0.87,2,7.3,45.9,0.1,0.1,0,0.3,27.4,2.4,6.2,0.7,0,7.7,1.5,0,0.5,33,4,60,84,1,4,9,5,7,7,27,24,53,1,3,0,1,0,0,0.70693,0.44573,-0.56,6.32,-6.88,19.19,24.61,5.42,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN112","MN",112,"Big Sandy Lake",-93.31967,46.78792,"UMW                1",0,1,1,1,1,1,1,3,4,2,1,4,1,1,1,1,2,1,5,1,1,1,3,1,1,4,4,1,2,2,1,2,3,2,1,3,1,1,4,2,3,1,0,1,1,2,1,1,2,4,1,1,2,3,2,2,1,3,3,1,1,1,3,4,2,2,3,2,2,3,2,2,1,2,2,4,2,3,4,2,0,0,0,1,0,0,0,0,0,0.662813070662973
"463",1781,"MN00584",47.24833,-93.58667,"MISSISSIPPI","RNFSC",1884,131,15,6000,120000,82000,52.60918,87.19577684,3.391248198,9.23074804,0.615383203,NA,1709.3934,32.49230769,0.034376902,101145360,NA,7.01e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93,6.37,-7.3,18.98,24.39,5.41,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN9","MN",9,"Blandin Reservoir",-93.53,47.2317,"UMW                1",0,0,2,2,1,1,1,3,2,2,1,1,1,1,1,2,0,3,0,1,1,0,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1,2,3,3,0,3,1.580246527,2,2,0,0,0,0,2,2,3,3,3,3,1,3,3,3,3,1,1,3,3,3,3,3,1,3,1,2,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,4.6721313345695
"464",1792,"MN00604",46.665,-92.40667,"ST LOUIS","HR",1907,108,15,93000,4352,4352,1.383413245,14.11996703,3.386511924,12.73075442,0.848716962,86.2787,9189.28452,6642.473587,0.29237402,5368104.96,NA,4.01e+12,10291,0.92,1,0.1,22.1,0.3,0.5,0.1,1.5,35,2.9,4.6,0,0.6,11.5,20.8,0,0.1,49,4,83,384,26,23,39,8,9,11,27,18,23,0,0,0,0,0,1,0.925,0.94598,-0.05,6.33,-6.38,18.34,23.72,5.38,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN128","MN",128,"Thomson",-92.4067,46.665,"UMW                1",0,0,1,0,1,2,1,1,1,0,2,1,1,1,1,1,1,0,0,0,0,1,1,1,2,1,1,3,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,1,1,3,2,1,2,4,3,1,3,2,3,3,3,3,3,1,1,1,1,1,1,3,1,3,1,3,2,2,1,3,2,3,1,4,3,3,0,0,0,1,0,0,0,0,0,0.00229590195897517
"465",1793,"MN00608",46.315,-94.485,"CROW WING","H",1917,98,20,20000,4853,4608,2.480286059,20.46768908,3.666171831,7.918186059,0.395909303,882.249,8365.6677,3372.864578,0.135811148,5683875.84,NA,7.01e+12,17512,1.19,4,4.5,19.7,0.3,0.3,0.1,0.3,24.4,3.8,1.5,0.4,0,21,23.2,0,0.5,6,1,11,231,17,4,7,43,19,24,65,9,8,1,0,0,0,0,0,0.73441,0.45312,-0.46,6.26,-6.72,19.97,25.43,5.46,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN94","MN",94,"Placid Lake",-94.485,46.315,"UMW                1",2,3,1,1,1,1,1,2,4,2,4,1,1,1,1,3,0,2,2,1,1,1,1,1,1,0,1,0,1,3,1,1,1,0,1,1,1,0,1,1,3,1,2,1,1,1,0,0,1,1,2,2,3,4,3,4,1,3,3,1,1,1,3,3,2,3,3,2,1,3,1,2,1,3,4,3,4,3,4,3,0,0,0,1,0,0,0,0,0,0
"466",1795,"MN00610",47.28,-92.19167,"SKUNK & WHITEFACE","HR",1922,93,NA,4500,46900,46900,14.52167223,93.99171143,6.95786717,13.06993404,NA,51.6276,300.43884,20.68900066,0.092645789,57850212,NA,4.01e+12,11666,0.73,1,0.7,35.3,0,0,0,0.3,37.3,10.9,12.7,0,0.3,0.3,0.5,0,1.7,51,5,77,173,11,1,1,0,0,0,1,42,85,4,12,0,0,0,1,0.27904,0.0687,-2.04,6.38,-8.42,17.5,22.82,5.32,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN145","MN",145,"Whiteface Reservoir",-92.1917,47.28,"UMW                1",1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,0,0,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,3,2,4,2,1,3,3,1,1,1,1,2,3,2,3,3,1,3,3,1,1,3,3,3,2,4,3,3,0,0,0,1,0,0,0,0,0,0.0022697325762915
"467",1796,"MN00611",47.05167,-92.2,"OTTER","HR",1919,96,NA,2500,30300,29440,11.08598106,69.47843049,5.886509161,11.0607781,NA,NA,163.16937,14.71853454,0.089734452,36313651.2,NA,4.01e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,6.37,-7.62,17.34,22.65,5.31,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN11","MN",11,"Boulder Lake Reservoir",-92.2,47.0517,"UMW                1",1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,1,0,0,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,2,2,2,2,1,3,3,3,3,1,3,3,1,1,1,1,4,3,3,4,4,1,3,2,3,1,3,3,3,4,3,4,4,0,0,0,1,0,0,0,0,0,0.00333515548839534
"468",1797,"MN00612",46.99166,-92.225,"CLOQUET","HR",1915,100,36,7445,177000,166000,24.18425973,108.17048,6.204935177,29.61813112,0.822725864,2.3556,1375.28469,56.8669423,0.162686627,204757680,NA,4.01e+12,11672,0.28,1,41.6,11,0,0,0,0,9.4,9.9,28.1,0,0,0.1,0,0,0,64,2,103,217,1,0,8,0,0,0,0,35,92,0,0,0,0,0,0,0.38891,0.13521,-1,6.38,-7.37,17.42,22.75,5.33,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN52","MN",52,"Island Lake Reservoir",-92.225,46.9917,"UMW                1",0,1,1,1,1,1,1,4,1,1,2,5,2,1,2,1,1,0,1,3,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,2,1,1,4,2,4,2,2,3,4,4,4,3,4,2,1,4,1,5,2,1,4,2,1,4,1,1,3,4,1,3,2,5,2,3,1,1,5,1,2,1,4,4,4,0,0,0,1,0,0,0,0,0,0.00444682716846856
"469",1798,"MN00613",46.91,-92.16167,"BEAVER","HR",1907,108,NA,1200,9600,7936,9.301331209,21.46169787,1.985118393,4.176796411,NA,NA,56.97978,6.125982133,0.036994005,9788897.28,NA,4.01e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69,6.37,-7.06,17.81,23.15,5.33,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN149","MN",149,"Wild Rice",-92.1617,46.91,"UMW                1",4,3,1,1,1,3,4,3,3,4,3,2,2,1,1,5,1,1,1,0,1,1,1,1,2,1,4,1,1,3,2,1,1,2,1,0,1,1,3,4,3,2,0,1,3,3,3,3,3,3,1,1,3,3,3,3,1,3,3,1,1,4,4,3,3,4,3,3,1,4,2,3,1,3,4,3,4,3,3,3,0,0,0,1,0,0,0,0,0,0.00228550852833898
"470",1799,"MN00614",46.95667,-92.27834,"BEAVER","HR",1911,104,25,2200,41728,39680,12.81924499,68.36044366,5.386027171,13.17292762,0.526917105,7.8519,121.72953,9.495843854,0.099382904,48944486.4,NA,4.01e+12,10323,0.34,1,32.9,13.9,0,0,0,0.1,25.7,9.8,15.9,0,0,0.5,0.9,0,0.3,54,3,91,50,0,6,48,0,1,0,1,34,49,1,1,0,0,0,0,0.098,0.01672,-0.95,6.37,-7.33,17.45,22.79,5.34,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN36","MN",36,"Fish Lake Reservoir",-92.2783,46.9567,"UMW                1",1,1,1,1,1,1,1,3,4,4,2,3,1,1,1,3,0,0,0,1,1,1,1,1,2,1,3,0,1,3,2,1,1,2,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,1,2,1,3,3,3,3,1,3,3,1,1,1,4,5,4,3,3,2,4,2,2,3,1,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,0,0.00451586927917188
"471",1825,"MN00813",47.27737,-92.2042,"WHITEFACE RIVER","O",1916,99,38,NA,109920,81920,14.52167223,93.99171143,6.95786717,30.6321354,0.806108826,51.6276,NA,NA,0.217134864,101046681.6,NA,4.01e+12,11666,0.73,1,0.7,35.3,0,0,0,0.3,37.3,10.9,12.7,0,0.3,0.3,0.5,0,1.7,51,5,77,173,11,1,1,0,0,0,1,42,85,4,12,0,0,0,1,0.27904,0.0687,-2,6.38,-8.38,17.53,22.85,5.32,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN145","MN",145,"Whiteface Reservoir",-92.1917,47.28,"UMW                1",1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,0,0,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,3,2,4,2,1,3,3,1,1,1,1,2,3,2,3,3,1,3,3,1,1,3,3,3,2,4,3,3,0,0,0,1,0,0,0,0,0,0.989913261264353
"472",1836,"MN00902",46.91687,-92.2484,"CLOQUET RIVER - TRIB","O",1978,37,14,30,3500,2600,2.428116,NA,NA,5.833319942,0.41666571,NA,NA,NA,0.101121077,3207048,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,6.37,-7.12,17.68,23.03,5.35,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN36","MN",36,"Fish Lake Reservoir",-92.2783,46.9567,"UMW                1",1,1,1,1,1,1,1,3,4,4,2,3,1,1,1,3,0,0,0,1,1,1,1,1,2,1,3,0,1,3,2,1,1,2,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,1,2,1,3,3,3,3,1,3,3,1,1,1,4,5,4,3,3,2,4,2,2,3,1,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,0,4.97893391503924
"473",1849,"MN00966",45.4554,-94.42285,"SAUK RIVER","ND",1980,35,10,10000,10000,7500,3.8040484,NA,NA,10.63827345,1.063827345,NA,1294.995,340.4255319,0.147335953,9251100,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,6.12,-5.47,21.1,26.57,5.47,51,"North Central Hardwood Forests",772.08,827.64,55.56,"MN21","MN",21,"Horseshoe Chain of Lakes",-94.42285,45.4554,"UMW                1",1,1,1,1,1,1,1,3,5,5,3,3,1,3,3,1,3,3,0,1,1,1,5,5,0,0,3,0,5,5,1,1,1,1,1,1,1,0,3,1,5,3,5,1,1,0,0,0,0,1,5,3,5,4,4,3,3,3,3,3,1,1,2,4,4,4,2,2,3,3,2,2,1,2,4,4,4,3,2,2,0,0,0,0,0,1,0,0,0,0
"474",1853,"MN00998",46.78792,-93.31967,"MISSISSIPPI RIVER-BIG SANDY","C",1895,120,14,NA,72500,37500,38.040484,102.8564092,4.704389074,7.712748251,0.550910589,148.617,1090.38579,28.66382979,0.033778996,46255500,NA,7.01e+12,17459,0.87,2,7.3,45.9,0.1,0.1,0,0.3,27.4,2.4,6.2,0.7,0,7.7,1.5,0,0.5,33,4,60,84,1,4,9,5,7,7,27,24,53,1,3,0,1,0,0,0.70693,0.44573,-0.56,6.32,-6.88,19.17,24.59,5.42,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN112","MN",112,"Big Sandy Lake",-93.31967,46.78792,"UMW                1",0,1,1,1,1,1,1,3,4,2,1,4,1,1,1,1,2,1,5,1,1,1,3,1,1,4,4,1,2,2,1,2,3,2,1,3,1,1,4,2,3,1,0,1,1,2,1,1,2,4,1,1,2,3,2,2,1,3,3,1,1,1,3,4,2,2,3,2,2,3,2,2,1,2,2,4,2,3,4,2,0,0,0,1,0,0,0,0,0,0
"475",1860,"MN83004",44.51667,-92.93333,"CANNON","HR",1911,104,NA,NA,24000,18500,6.5963818,18.07992864,1.985814652,14.72389258,NA,439.235,3004.3884,455.4601227,0.154856825,22819380,NA,7.04e+12,18005,1.45,2,2.9,5.6,0.6,0.8,0.3,1.1,6.1,0.1,0.3,0,0.1,18.5,63.5,0,0,12,3,28,1295,54,5,11,76,34,11,54,1,1,0,0,0,0,0,0,0.77391,0.46452,1.72,5.99,-4.27,21.45,26.95,5.5,47,"Western Corn Belt Plains",826.1,873.55,47.45,"MN57","MN",57,"Lake Byllesby",-92.9333,44.5167,"TPL                1",2,2,2,1,1,3,2,3,4,4,5,3,4,3,3,0,4,1,1,2,3,1,5,4,0,0,3,0,5,5,4,2,1,1,1,1,3,1,3,1,5,4,0,1,1,3,3,1,1,1,5,5,3,3,3,3,3,4,3,4,1,3,1,3,3,3,3,2,1,3,2,2,1,2,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0.00409909317858129
"476",1861,"MN83007",47.28,-92.19167,"SKUNK & WHITEFACE","HR",1922,93,NA,NA,46900,46900,14.52167223,93.99171143,6.95786717,13.06993404,NA,51.6276,NA,NA,0.092645789,57850212,NA,4.01e+12,11666,0.73,1,0.7,35.3,0,0,0,0.3,37.3,10.9,12.7,0,0.3,0.3,0.5,0,1.7,51,5,77,173,11,1,1,0,0,0,1,42,85,4,12,0,0,0,1,0.27904,0.0687,-2.04,6.38,-8.42,17.5,22.82,5.32,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN145","MN",145,"Whiteface Reservoir",-92.1917,47.28,"UMW                1",1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,0,0,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,3,2,4,2,1,3,3,1,1,1,1,2,3,2,3,3,1,3,3,1,1,3,3,3,2,4,3,3,0,0,0,1,0,0,0,0,0,0.0022697325762915
"477",1862,"MN83014",46.99166,-92.225,"CLOQUET","HR",1915,100,21,NA,177000,166000,24.18425973,108.17048,6.204935177,29.61813112,1.410387196,2.3556,NA,NA,0.162686627,204757680,NA,4.01e+12,11672,0.28,1,41.6,11,0,0,0,0,9.4,9.9,28.1,0,0,0.1,0,0,0,64,2,103,217,1,0,8,0,0,0,0,35,92,0,0,0,0,0,0,0.38891,0.13521,-1,6.38,-7.37,17.42,22.75,5.33,50,"Northern Lakes and Forests",775.94,844.07,68.14,"MN52","MN",52,"Island Lake Reservoir",-92.225,46.9917,"UMW                1",0,1,1,1,1,1,1,4,1,1,2,5,2,1,2,1,1,0,1,3,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,2,1,1,4,2,4,2,2,3,4,4,4,3,4,2,1,4,1,5,2,1,4,2,1,4,1,1,3,4,1,3,2,5,2,3,1,1,5,1,2,1,4,4,4,0,0,0,1,0,0,0,0,0,0.00444682716846856
"478",1863,"MO10005",39.47361,-92.47917,"SUGAR CREEK","S",1957,58,NA,6798,4748,2250,1.24829315,18.262291,4.610965325,15.39257599,NA,NA,NA,NA,0.372146223,2775330,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,4.71,2.47,24.79,30.23,5.44,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO58","MO",58,"Sugar Creek Lake",-92.47917,39.47361,"TPL                3",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,3,0.460491799,1,2,0.967894473,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,4,3,3,2,3,3,3,1,1,2,3,3,2,3,3,3,3,3,2,1,3,2,3,2,3,3,2,0,1,0,0,0,0,0,0,0,0
"479",1865,"MO10045",38.99306,-94.30778,"EAST FORK LITTLE BLUE RIVER.","R",1956,59,NA,43600,38620,25730,4.04146715,29.34707289,4.118036155,38.67144495,NA,NA,NA,NA,0.519614757,31737440.4,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,4.58,2.56,25.12,30.45,5.33,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO23","MO",23,"Lake Jacomo",-94.3079,38.99298,"TPL                3",0,1,4,4,1,3,1,1,2,1,2,1,2,1,1,3,1,0,1,4,1,1,1,0,0,0,2,1,1,1,1,1,2,1,1,2,0,1,1,1,1,1,3,1,1,1,0,0,0,0,2,1,4,3,4,4,1,3,3,3,1,1,1,4,3,4,3,3,3,4,2,3,1,3,4,4,4,2,3,3,0,1,0,0,0,0,0,0,0,0.0136732208605338
"480",1865,"MO10045",38.99306,-94.30778,"EAST FORK LITTLE BLUE RIVER.","R",1956,59,NA,43600,38620,25730,4.04146715,29.34707289,4.118036155,38.67144495,NA,NA,NA,NA,0.519614757,31737440.4,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,4.58,2.56,25.12,30.45,5.33,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO5","MO",5,"Blue Springs Lake",-94.33833,39.01833,"TPL                1",2,3,2,2,1,3,1,1,2,1,2,1,2,3,3,1,3,3,5,2,1,1,1,0,0,0,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,3,2,2,5,3,2,3,1,1,1,2,2,2,3,2,2,2,2.8,3.2,1.9,1,4,4,4,2,2,2,0,1,0,0,0,0,0,0,0,3.85649718032345
"481",1866,"MO10128",40.16962,-92.65808,"CHARITON RIVER","RS",1951,64,NA,15046,15961,12431,2.348925934,28.00012835,5.153713261,27.49843375,NA,NA,NA,NA,0.484656342,15333389.88,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,4.86,1.02,23.96,29.37,5.41,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO16","MO",16,"Forest Lake",-92.65822,40.16961,"TPL                3",0,0,1,1,1,2,1,1,2,1,2,1,1,1,1,2,0,0,2,2,1,1,1,1,0,0,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,1,1,1,2,1,1,1,2,2,1,3,3,3,3,3,3,4,3,2,1,1,4,3,3,3,4,4,3,3,2,1,4,3,3,2,1,4,4,0,1,0,0,0,0,0,0,0,0.0119770894780302
"482",1867,"MO10134",39.55111,-92.64444,"MIDDLE FORK CHARITON RIVER","CR",1966,49,NA,12200,260458,70000,16.25098711,85.91127964,6.011809441,64.85973037,NA,206.041,NA,NA,0.434606152,86343600,NA,1.03e+13,25110,1.31,1,4.2,7,0.1,0.5,0.1,1.1,18.5,0,0.7,0,3.4,43.8,19.7,0,1.1,31,12,61,529,37,3,4,62,37,10,50,3,6,1,0,0,0,0,3,0.86962,0.90028,6.86,4.74,2.12,24.68,30.11,5.43,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO63","MO",63,"Thomas Hill Reservoir",-92.6445,39.55104,"TPL                1",3,2,1,2,3,2,2,1,1,1,4,4,3,3,2,0,5,0,1,0,1,1,1,1,1,1,1,1,2,1,3,1,1,3,0,0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,3,3,4,3,2,3,2.2,1,3,2,2,4,3,4,3,4,3,4,3,2,1,4,4,4,4,2,4,4,1,0,0,0,0,0,0,0,0,0.00932717117499413
