FID,Field1,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_,res_perim_,sdi,mean_depth,mean_max_d,mean_q,drain_area,catch_surf,rel_depth_,lake_vol_m,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_k,tp_bg_kg_k,tn_bg_kg_1,tn_kg_km2_,tp_kg_km2_,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85preci,ABSprecip,NAME
757,2921,PA00178,41.57472,-80.21889,CONNEAUT CREEK,R,1955,60,0,0,2700,2700,2.02343,0,0,5.399987603,0,0,176.11932,87.04,0.102543768,3330396,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,4.84,-0.2,20.26,25.48,5.23,61,Erie Drift Plain,1078.41,1171.73,93.32,Ohio
758,2922,PA00181,41.615,-80.11472,MILL RUN,CR,1962,53,0,0,8150,3850,2.25005416,13.31578737,2.504178351,14.65823973,0,0,12.9240501,5.743884892,0.263964752,4748898,1217,5.01E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,4.85,-0.71,19.76,24.99,5.23,61,Erie Drift Plain,1078.41,1171.73,93.32,Ohio
759,2923,PA00183,41.54,-80.15833,CONNEAUT OUTLET,R,1972,43,0,0,8494,4294,5.665604,0,0,6.067128929,0,0,202.01922,35.65714286,0.068852659,5296563,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,4.82,-0.26,20.21,25.43,5.22,61,Erie Drift Plain,1078.41,1171.73,93.32,Ohio
760,2924,PA00228,40.02833,-78.87167,CALENDARS RUN,R,1964,51,0,0,26044,19200,2.18935126,19.35565326,3.690158343,48.14037008,0,0,35.482863,16.20702403,0.878845038,23682816,2281,5.01E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.41,-0.3,19.19,24.3,5.11,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
761,2925,PA00229,40.02167,-79.06667,EAST BRANCH COXES CREEK,R,1956,59,0,0,2730,1000,1.02385558,7.953707153,2.217405585,10.79048906,0,0,10.35996,10.11857708,0.288059619,1233480,755.9,5.02E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,4.4,-0.84,18.85,23.96,5.11,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
762,2926,PA00231,39.78167,-79.22667,GLADE RUN,R,1965,50,0,0,6580,3700,1.214058,0,0,21.93328298,0,0,9.582963,7.893333333,0.53770556,4563876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.34,-0.34,19.25,24.36,5.1,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
763,2927,PA00260,40.57833,-80.34,SERVICE CREEK,S,1956,59,0,0,15524,10863,1.69158748,19.01674026,4.12461802,37.13867072,0,0,40.0153455,23.65550239,0.77132912,13399293,NA,5.03E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44,4.55,1.89,21.92,27.08,5.16,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
764,2929,PA00273,40.96333,-80.12,MUDDY CREEK,R,1968,47,0,0,98000,38000,12.949952,72.94874991,5.718454446,30.62492969,0,0,137.26947,10.6,0.229880231,46872240,1190,5.03E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,4.63,0.52,20.64,25.8,5.16,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
765,2930,PA00275,40.72722,-79.075,PLUM CREEK,S,1965,50,0,0,43150,27000,3.5612368,0,0,49.03397834,0,0,53.353794,14.98181818,0.701871015,33303960,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,4.59,0.73,20.66,25.82,5.16,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
766,2931,PA00282,40.59167,-79.05666,YELLOW CREEK,R,1969,46,0,0,37800,13800,2.8732706,17.48223494,2.909400967,53.2393144,0,239.911,135.974475,47.32394366,0.848408074,17022024,NA,5.01E+12,12058,1.38,1,1.5,0,0,3.1,0,1.3,62.4,6.3,6.6,0,0,12.9,3,0,2.3,118,15,205,853,41,30,56,7,9,5,13,14,22,2,0,0,0,0,0,0.71952,0.49566,5.29,4.56,0.73,20.53,25.69,5.16,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
767,2932,PA00285,40.59528,-79.09944,TWO LICK CREEK,S,1968,47,0,0,23000,16200,2.0638986,18.00952148,3.536330824,45.09793568,0,0,191.65926,92.8627451,0.847955551,19982376,NA,5.01E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,4.56,0.68,20.48,25.64,5.16,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
768,2939,PA00426,41.17167,-78.71,TR NARROWS CREEK,R,1955,60,0,0,6750,3700,1.2545266,0,0,21.77414356,0,0,11.395956,9.083870968,0.525123855,4563876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,4.71,-0.47,19.74,24.91,5.18,62,North Central Appalachians,1143.26,1246.56,103.3,Ohio
769,2940,PA00484,40.51333,-79.555,BEAVER RUN,S,1952,63,0,0,74000,34000,5.058575,37.72234928,4.731289542,59.1998641,0,26.2629,111.887568,22.1184,0.710996096,41938320,1045,5.01E+12,12060,0.54,1,2.4,0.1,0.1,1.6,0,0.4,59.5,2.6,5.4,0,0,22.7,4,0,1.3,106,12,191,410,10,30,41,7,12,6,23,12,24,1,1,0,0,0,0,0.51877,0.15906,5.78,4.52,1.26,21.21,26.37,5.16,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
770,2941,PA00514,41.1918,-79.434,Clarion River,HRSC,1924,91,118,228000,26600,26600,2.64259958,0,0,40.7349754,0.345211656,0,2463.08049,932.0673813,0.676881089,32810568,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,4.72,-0.29,20.23,25.43,5.2,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
771,2958,PA00736,41.26917,-80.185,COOL SPRING CREEK,R,1966,49,0,0,4595,3316,1.1735894,10.79961548,2.812192818,15.84479121,0,0,32.892873,28.02758621,0.395083629,4090220,NA,5.03E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,4.73,0,20.24,25.44,5.2,61,Erie Drift Plain,1078.41,1171.73,93.32,Ohio
772,2959,PA00740,40.18361,-78.94167,QUEMAHONING CREEK,S,1912,103,0,0,57933,37000,3.4195967,18.0353535,2.751262986,68.55960592,0,158.733,246.04905,71.95266272,1.001478133,45638760,1625,5.01E+12,12047,1.18,1,1.7,0.1,0,0.8,0,0.9,50.3,1.8,4.4,0,0,32,6,0,2.3,135,17,223,806,41,10,15,18,23,18,47,10,16,2,0,0,0,0,0,0.66227,0.3721,4.07,4.45,-0.37,19.48,24.6,5.12,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
773,2960,PA00746,41.58,-80.07639,MUD RUN,CR,1962,53,0,0,8150,3850,2.25005416,13.31578737,2.504178351,14.65823973,0,0,12.9240501,5.743884892,0.263964752,4748898,1217,5.01E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.84,-0.63,19.82,25.04,5.22,61,Erie Drift Plain,1078.41,1171.73,93.32,Ohio
774,2961,PA00747,41.15833,-78.71667,TR GRAVEL LICK RUN,R,1971,44,0,0,6750,3700,1.2545266,0,0,21.77414356,0,0,11.395956,9.083870968,0.525123855,4563876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,4.7,-0.45,19.75,24.93,5.17,62,North Central Appalachians,1143.26,1246.56,103.3,Ohio
775,2962,PA00748,41.18,-78.74,WOLF RUN,R,1971,44,0,0,6750,3700,1.2545266,0,0,21.77414356,0,0,11.395956,9.083870968,0.525123855,4563876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.71,-0.53,19.71,24.89,5.18,62,North Central Appalachians,1143.26,1246.56,103.3,Ohio
776,2969,PA00804,41.06167,-79.89667,SOUTH BRANCH SLIPPERY ROCK CR,R,1974,41,0,0,8600,1350,1.5782754,0,0,22.05123143,0,0,58.274775,36.92307692,0.474135045,1665198,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,4.66,0.12,20.34,25.51,5.17,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
777,2970,PA00805,40.31972,-78.66111,BEAVERDAM RUN,S,1975,40,0,0,12200,7700,1.4568696,8.862401983,2.071266569,33.88881109,0,0,16.834935,11.55555556,0.758414444,9497796,NA,5.01E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.49,-0.32,19.86,24.99,5.13,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
778,2971,PA00825,41.23583,-79.66222,MILL CREEK,R,1974,41,0,0,5800,4100,1.01576186,0,0,23.10751667,0,0,11.654955,11.47410359,0.619324024,5057268,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,4.73,-0.21,20.27,25.47,5.2,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
779,2978,PA00900,41.36833,-80.08583,SANDY CREEK,CR,1969,46,0,0,66400,17825,6.7987248,41.15443328,4.452437026,39.52371879,0,0,146.334435,21.52380952,0.40945358,21986781,435,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,4.76,-0.45,20,25.2,5.21,61,Erie Drift Plain,1078.41,1171.73,93.32,Ohio
780,2979,PA00911,40.25667,-80.42028,CROSS CREEK,CRS,1979,36,0,0,11200,5810,1.0521836,0,0,43.07682419,0,0,28.48989,27.07692308,1.134379884,7166519,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,4.47,1.45,21.41,26.54,5.14,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
781,2981,PA00917,40.62778,-80.5125,LITTLE BLUE RUN,T,1977,38,0,0,73000,64754,3.1160822,61.48970872,9.826364597,94.80497716,0,317.731,7.510971,2.41038961,1.450732326,79872764,290,2.04E+12,2906,1.26,2,1.1,0.7,0.1,2.4,1,1.1,23.8,1.8,2.2,0,0,49,17,0,0.1,89,12,150,1376,109,16,17,31,19,29,61,3,3,0,0,0,0,0,0,0.87961,0.6668,6.33,4.57,1.76,21.83,26.99,5.16,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
782,2987,PA01142,39.75222,-79.55194,LITTLE SANDY CREEK,R,1979,36,0,0,8800,3100,1.01980872,0,0,34.92055475,0,0,15.021942,14.73015873,0.934076351,3823788,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,4.34,0.72,19.86,24.95,5.1,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
783,3412,VA05101,37.23333,-82.345,POUND RIVER,SR,1963,52,236,246700,145700,67100,4.62556098,80.99492772,10.62357059,127.4712734,0.540132514,285.97,572.38779,123.7445319,1.600997752,82766508,425.5,5.07E+12,13691,0.95,3,1.6,0.1,0,0.3,0,0.2,72.9,3.1,11.7,0,0,3.4,1,0,5.9,68,9,100,434,19,15,29,2,5,3,13,29,48,7,4,0,0,0,0,0.73918,0.57874,7.94,3.81,4.13,22.42,27.32,4.89,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
784,3431,VA15502,37.07528,-80.58528,NEW RIVER,HSRN,1939,76,122,1043800,232000,232000,16.48363579,136.8861819,9.511039735,56.95766253,0.466866086,3367.1599,6169.35618,374.2716238,0.378953791,286167360,NA,5.05E+12,12861,2.55,3,0.7,0.1,0.1,0.9,0,0.5,42.8,10.5,13.7,0,0,27.1,3,0,0.2,78,11,106,540,42,9,12,25,19,20,49,18,20,0,0,0,0,0,0,0.80513,0.73399,7.75,3.8,3.95,21.96,26.82,4.86,67,Ridge and Valley,1175.45,1253.37,77.91,Ohio
785,3770,WV00049,39,-80.47333,WEST FORK,CRS,1986,29,91,48000,145000,48170,10.6432418,118.6777719,10.26188896,55.13295328,0.605856629,167.679,264.17898,24.82129278,0.456493813,59416732,NA,5.02E+12,12132,0.92,2,1.8,0.1,0,0.1,0,0.8,72.2,1.4,6.3,0,0,12,4,0,0.9,99,11,161,820,30,3,8,3,10,7,35,24,45,1,2,0,0,0,0,0.70215,0.77249,7.17,4.16,3.01,22.23,27.27,5.04,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
786,3771,WV00701,38.66167,-80.69333,ELK RIVER,CROF,1960,55,190,222240,265300,60100,6.1512272,148.5069031,16.89120562,174.539073,0.9186267,173.699,1390.82463,226.1052632,1.900957398,74132148,NA,5.05E+12,15984,1.22,1,0,0,0,0.1,0,0,84.4,0.9,12.4,0,0,1.1,1,0,0.2,138,16,211,897,27,2,7,0,3,0,3,32,87,0,0,0,0,0,0,0.77893,0.64713,7.59,4.08,3.52,22.43,27.45,5.01,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
787,3772,WV00707,38.84,-80.61833,LITTLE KANAWHA RIVER,CROF,1976,39,68,123500,65900,14400,3.91736048,51.74627726,7.375258274,68.07835611,1.001152296,383.219,427.34835,109.0909091,0.929122323,17762112,NA,5.03E+12,12605,1.37,2,0.7,0.2,0,0.1,0,0.1,75.2,4.1,11.9,0,0,5.2,2,0,0.3,108,13,169,719,18,2,7,1,6,3,20,28,66,0,1,0,0,0,0,0.74463,0.63163,7.4,4.12,3.28,22.59,27.62,5.03,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
788,3773,WV01911,38.1508,-81.2131,Kanawha River,HR,1901,114,25,106000,1501,1501,1.60660342,0,0,3.780847744,0.149440622,0,21600.5166,13444.83627,0.080574097,1851453,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,3.97,3.78,22.46,27.41,4.95,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
789,3776,WV02901,40.525,-80.625,OHIO RIVER,N,1963,52,38,209000,74000,74000,15.5399424,0,0,19.27078909,0.507126029,0,61830.83127,3978.833333,0.132049086,91277520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,4.54,2.02,22.17,27.33,5.17,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
790,3777,WV03528,38.80278,-81.63139,MILL CREEK OF ELK FORK,C,1997,18,68,49161,25545,2792,1.12502708,0,0,91.88827826,1.345362786,0,NA,NA,2.340125931,3443876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81,4.14,3.68,23.07,28.13,5.07,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
791,3778,WV03907,38.19167,-81.37,KANAWHA RIVER,N,1934,81,42,12700,15800,15800,2.832802,0,0,22.57137675,0.537413732,0,21989.0151,7762.285714,0.362251792,19488984,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,3.99,4.06,22.77,27.74,4.97,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
792,3779,WV03908,38.25333,-81.56,KANAWHA RIVER,N,1934,81,37,13200,30600,30600,5.260918,0,0,23.5384075,0.636173176,0,22833.35184,4340.184615,0.277208737,37744488,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21,4.01,4.2,23.15,28.15,5,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
793,3780,WV04113,38.98806,-80.37861,STONECOAL CREEK,S,1972,43,96,0,25800,21100,2.430848499,26.71007455,4.832713451,42.95156542,0.44741214,41.276,49.4170092,20.32912247,0.744150287,26026428,NA,5.02E+12,12137,0.66,1,2.5,0.1,0,1.2,0,2.3,60.7,1.2,6.7,0,0,17.9,6,0,1.3,105,13,172,941,54,7,14,3,12,9,39,19,34,1,2,0,0,0,0,0.63375,0.71767,7.13,4.16,2.98,21.94,26.97,5.03,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
794,3781,WV04307,38.16583,-82.05833,MUD RIVER,CR,1993,22,0,87000,25476,4494,1.23833916,0,0,83.25471083,0,0,132.866487,107.2941176,2.020922301,5543259,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,4,4.13,23.24,28.23,4.99,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
795,3782,WV05301,38.91667,-81.91167,OHIO RIVER,NR,1971,44,50,56800,153700,153700,21.448358,0,0,28.99993343,0.579998669,0,103936.2987,4845.886792,0.169145551,189585876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,4.16,3.53,23.11,28.2,5.08,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
796,3783,WV05302,38.68167,-82.18667,OHIO RIVER,NR,1937,78,44,75100,390600,390600,50.990436,0,0,30.99992883,0.704543837,0,138046.467,2707.301587,0.117267303,481797288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,4.13,3.65,23.33,28.41,5.08,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
797,3785,WV06106,39.61833,-79.96833,MONONGAHELA RIVER,N,1950,65,36,64200,6200,6200,1.4771039,0,0,16.98626237,0.471840622,0,6858.29352,4643.068493,0.377531252,7647576,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,4.3,2.97,22.17,27.25,5.08,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
798,3786,WV06107,39.58333,-80,MONONGAHELA RIVER,N,1960,55,45,101000,7600,7600,1.6389783,0,0,18.76538902,0.417008645,0,6588.93456,4020.148148,0.395942001,9374448,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,4.29,2.79,21.89,26.97,5.07,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
799,3787,WV06108,39.56333,-80.05,MONONGAHELA RIVER,N,1967,48,36,117000,14400,14400,3.237488,0,0,17.99995868,0.499998852,0,6552.6747,2024,0.270226557,17762112,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01,4.29,2.72,21.96,27.03,5.08,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
800,3788,WV06128,39.7195,-79.8572,Cheat River,HR,1926,89,0,147000,72300,43000,26.87924412,30.00716794,1.632718727,10.88525053,0,3273.44,3659.65587,136.1517615,0.05671403,53039640,NA,5.02E+12,12192,2,4,0.9,1.3,0,0.2,0,0.1,61.4,10.7,13.8,0,0,8.3,2,0,1.7,108,13,175,843,29,3,9,4,12,4,23,24,52,2,3,0,0,0,0,0.82241,0.81873,6.92,4.32,2.6,22.03,27.11,5.09,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
801,3789,WV06702,38.22,-80.89,GAULEY RIVER,CROF,1965,50,327,412000,413400,191540,11.2907394,124.3069669,10.43588222,148.1717029,0.453124474,1503.47,2079.76197,184.2007168,1.191145141,236260759,502.9,5.05E+12,13143,1.91,3,0.4,0.4,0,0.2,0,0.1,61.9,13,19.7,0,0,2.5,1,0,1.3,141,17,199,809,24,3,10,1,4,1,7,32,77,2,2,0,0,0,0,0.83436,0.77147,6.42,3.97,2.45,20.94,25.9,4.95,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
802,3790,WV06908,40.15,-80.70333,OHIO RIVER,N,1965,50,36,197500,89300,89300,20.8008604,0,0,17.37350097,0.482597249,0,63814.76361,3067.891051,0.102898086,110149764,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,4.43,1.93,21.98,27.11,5.13,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
803,3791,WV07301,39.35167,-81.33833,OHIO RIVER,N,1976,39,44,46800,177600,177600,25.899904,0,0,27.74993629,0.63068037,0,69670.731,2690,0.147290086,219066048,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,4.26,3.06,22.76,27.86,5.1,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
804,3792,WV07302,39.36444,-81.27444,MCELROYS RUN,T,1978,37,243,0,19896,0,1.07646476,0,0,74.79682077,0.307805847,0,NA,NA,1.947349185,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,4.26,2.98,22.7,27.79,5.09,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
805,3793,WV07903,38.52667,-81.91333,KANAWHA RIVER,NR,1937,78,42,17000,79100,79100,12.545266,0,0,25.51607046,0.607525487,0,30595.55187,2438.812903,0.194596246,97568268,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15,4.09,4.06,23.35,28.39,5.05,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
806,3794,WV08512,39.21944,-81.09917,NORTH FORK,CSR,2002,13,0,0,44231,3717,1.23833916,0,0,144.5454198,0,0,NA,NA,3.508691094,4584845,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,4.22,2.91,22.33,27.4,5.07,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
807,3795,WV08902,37.64,-80.88667,NEW RIVER,CRF,1947,68,152,430000,631000,38350,8.2555944,29.62567702,2.908633496,309.3130154,2.034954049,5761.78,11823.30435,1432.156863,2.907934527,47303958,429.5,5.05E+12,12941,2.46,4,0.7,0.1,0.1,1,0,0.6,48.8,8,12.5,0,0,24.4,4,0,0.3,55,8,75,501,26,13,17,23,17,19,43,19,22,0,0,0,0,0,0,0.84751,0.7614,7.19,3.9,3.29,21.58,26.5,4.92,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
808,3796,WV09101,39.31333,-80.03333,TYGART RIVER,NC,1938,77,234,316000,355000,99900,7.0415364,70.07801826,7.449772126,204.0225201,0.871891112,2000.28,3066.54816,435.4942529,2.076849358,123224652,523,5.02E+12,12075,2.12,3,0.5,0.3,0,0.4,0,0.2,68.2,4.6,12.1,0,0,9.4,3,0,1.2,108,14,167,897,33,5,16,2,8,5,26,24,49,1,1,0,0,0,0,0.77878,0.71763,6.76,4.24,2.53,21.7,26.76,5.06,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
809,3797,WV09901,38.145,-82.385,EAST FK TWELVEPOLE CREEK,CRF,1971,44,92,80300,82500,17190,4.0670943,78.22951276,10.94267235,82.08936379,0.892275693,228.333,344.46867,84.69651741,1.099525667,21203521,201.8,5.09E+12,13997,1.07,2,1.2,0,0,0.1,0,0,90.1,0,2.9,0,0,4,0,0,1.5,60,8,95,359,13,6,14,1,3,1,5,36,77,2,0,0,0,0,0,0.81962,0.58781,8.18,4,4.17,23.29,28.3,5.01,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
810,3798,WV09903,38.30167,-82.41,BEECH FORK OF TWELVE POLE CK.,CRF,1976,39,58,29500,37540,9180,2.9137392,41.24623203,6.816380625,52.13876919,0.898944296,1094.37,202.01922,69.33333333,0.825079961,11323346,NA,5.09E+12,14002,2.1,2,1.5,0,0,0.1,0,0,83.9,0.9,6,0,0,6.3,1,0,0.2,82,10,130,450,27,12,20,3,7,2,7,33,64,0,1,0,0,0,0,0.90647,0.92734,8.16,4.04,4.11,23.41,28.44,5.04,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
811,3799,WV10301,39.655,-80.86167,OHIO RIVER,N,1974,41,51,335000,130000,130000,26.911619,0,0,19.5488273,0.383310339,0,67254.27033,2499.079699,0.101791473,160352400,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,4.32,2.06,21.92,27.01,5.1,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
