STATE,RESINFO,RESNAME1,RESID,LONGITUDE,LATITUDE,CLUSID
NY,9,Tomhannock Reservoir,NY9,-73.58334,42.87056,NAP                1
OH,11,Clendening Reservoir,OH11,-81.27667,40.27,SAP                1
OH,12,Jackson Lake,OH12,-82.5694,38.9283,SAP                4
OH,13,Deer Creek Reservoir,OH13,-83.215,39.62167,TPL                1
OH,14,Delaware Lake,OH14,-83.07,40.36,TPL                2
OH,17,Leesville Lake,OH17,-81.195,40.46833,SAP                1
OH,18,West Branch Reservoir,OH18,-81.08,41.155,NAP                1
OH,19,Mosquito Reservoir,OH19,-80.75833,41.3,NAP                2
OH,2,Alum Creek Lake,OH2,-82.95667,40.17667,TPL                3
OH,20,O'Shaughnessy Reservoir,OH20,-83.1256,40.1539,TPL                1
OH,22,Piedmont Lake,OH22,-81.21333,40.19,SAP                4
OH,23,Pleasant Hill Reservoir,OH23,-82.32667,40.60333,NAP                1
OH,24,Seneca Lake,OH24,-81.445,39.92667,SAP                3
OH,26,Tappan Reservoir,OH26,-81.22667,40.35833,SAP                1
OH,27,Burr Oak Lake,OH27,-82.05833,39.54167,SAP                4
OH,29,Wills Creek Lake,OH29,-81.84667,40.15667,SAP                3
OH,3,Atwood Reservoir,OH3,-81.285,40.52667,SAP                1
OH,30,Buckeye Lake,OH30,-82.475324,39.926523,TPL                1
OH,31,Indian Lake,OH31,-83.893719,40.492654,TPL                1
OH,32,Rush Creek Lake,OH32,-82.40721,39.788852,TPL                1
OH,33,Knox Lake,OH33,-82.495408,40.513147,NAP                2
OH,34,Griggs Reservoir,OH34,-83.106279,40.063096,TPL                1
OH,35,Ferguson Reservoir,OH35,-84.040225,40.740462,TPL                3
OH,36,Bresler Reservoir,OH36,-84.233,40.736982,TPL                3
OH,37,Wingfoot Lake,OH37,-81.36647,41.011155,NAP                1
OH,38,Springfield Lake,OH38,-81.439726,41.028413,NAP                1
OH,39,Findlay Reservoir #2,OH39,-83.565881,41.012871,TPL                3
OH,4,Beech City,OH4,-81.55667,40.63667,SAP                3
OH,40,Guilford Lake,OH40,-80.87569,40.799744,NAP                1
OH,41,East Branch Reservoir,OH41,-81.095767,41.516932,NAP                1
OH,42,Portage Lakes Chain,OH42,-81.545177,41.000047,NAP                1
OH,43,Nimisila Reservoir,OH43,-81.52698,40.937507,NAP                1
OH,44,Dale Walborn Reservoir,OH44,-81.189916,40.970761,NAP                1
OH,45,Mogadore Reservoir,OH45,-81.354547,41.060456,NAP                1
OH,46,LaDue Reservoir,OH46,-81.354475,41.059939,NAP                1
OH,47,Lake Milton,OH47,-80.987313,41.090446,NAP                1
OH,48,Clear Fork Reservoir,OH48,-82.629218,40.705888,NAP                1
OH,49,Lake White,OH49,-83.019397,39.103623,SAP                3
OH,5,Berlin Reservoir,OH5,-81,41.04667,NAP                1
OH,50,Lake Rupert,OH50,-82.52291,39.190622,SAP                4
OH,51,Salt Fork Lake,OH51,-81.517038,40.0937,SAP                4
OH,52,Lake Logan,OH52,-82.469437,39.53923,SAP                4
OH,9,Charles Mill Reservoir,OH9,-82.36,40.74,NAP                2
OK,101,Pine Creek,OK101,-95.07833,34.025,CPL                3
OK,102,Ponca lake,OK102,-97.0267,36.7217,SPL                1
OK,103,Prague Lake,OK103,-96.6217,35.9033,SPL                1
OK,104,PSO Lake,OK104,-98.3317,34.5483,SPL                3
OK,106,Raymond Gary,OK106,-95.2633,33.9817,CPL                3
OK,107,Lake Hudson,OK107,-95.1824,36.2342,SAP                3
OK,108,Robert S. Kerr,OK108,-94.77667,35.34667,SAP                3
OK,109,Sahoma Lake,OK109,-96.1483,36.03,SPL                3
OK,112,Sardis,OK112,-95.0194,34.625,SAP                4
OK,117,Bell Cow Lake,OK117,-96.9167,35.7333,SPL                1
OK,120,Hackberry Flat Watershed,OK120,-98.95528,34.29361,SPL                3
OK,121,Wes Watkins Lake,OK121,-97.0967,35.4028,SPL                1
OK,122,Dripping Springs Lake,OK122,-96.105,35.57,SPL                1
OK,129,Elk City Lake,OK129,-99.4033,35.36,SPL                5
OK,13,Lake Arbuckle,OK13,-97.02778,34.43306,SPL                1
OK,131,Lake Fuqua,OK131,-97.6683,34.6028,SPL                3
OK,135,Frederick Lake,OK135,-98.89,34.5117,SPL                5
OK,138,Shawnee Twin Lake #1,OK138,-97.065,35.3483,SPL                1
OK,139,Shawnee Twin Lake #2,OK139,-97.0683,35.355,SPL                1
OK,140,Shell Creek Lake,OK140,-96.18,36.1817,SPL                1
OK,142,Skiatook Lake,OK142,-96.09167,36.35167,SPL                1
OK,143,Sooner Lake,OK143,-96.995,36.4583,SPL                1
OK,145,Sportsman Lake,OK145,-96.5422,35.2039,SPL                1
OK,146,Draper Lake,OK146,-97.37,35.3117,SPL                1
OK,147,Stroud Lake,OK147,-96.0194,35.8083,TPL                3
OK,148,Taylor Lake,OK148,-97.9194,34.7483,SPL                5
OK,149,Tenkiller Ferry,OK149,-95.03667,35.59333,SAP                3
OK,152,W.D. Mayo,OK152,-94.55833,35.315,SAP                3
OK,153,Waurika Lake,OK153,-98.055,34.235,SPL                3
OK,155,Webbers Falls,OK155,-95.16833,35.55333,SAP                3
OK,156,Wewoka Lake,OK156,-96.5267,35.18,SPL                1
OK,157,Maysville City Lake,OK157,-97.0194,34.9083,SPL                1
OK,158,Wister,OK158,-94.71667,34.93833,SAP                3
OK,159,Yahola,OK159,-95.9233,36.2183,TPL                3
OK,160,Fort Cobb Reservoir,OK160,-98.467569,35.186436,SPL                5
OK,161,Boomer Lake,OK161,-97.063193,36.15146,SPL                1
OK,162,McMurtry Lake,OK162,-97.181997,36.176821,SPL                1
OK,163,Lone Chimney Lake,OK163,-96.832395,36.245658,SPL                1
OK,164,Atoka Lake,OK164,-96.156392,34.400394,SAP                3
OK,165,W.R. Holway Reservoir,OK165,-95.098958,36.254102,SAP                3
OK,166,Thunderbird Reservoir,OK166,-97.230234,35.223045,SPL                1
OK,167,Foss,OK167,-99.210377,35.566305,SPL                1
OK,168,Perry City Lake,OK168,-97.335,36.2517,SPL                3
OK,18,Arcadia,OK18,-97.36167,35.645,SPL                5
OK,19,Birch lake,OK19,-96.15833,36.535,SPL                1
OK,20,Bluestem lake,OK20,-96.39167,36.69833,TPL                3
OK,21,Broken Bow,OK21,-94.68333,34.145,SAP                3
OK,24,Brushy Creek,OK24,-94.8274,35.5351,SAP                4
OK,25,Canton,OK25,-98.59167,36.09167,SPL                3
OK,26,Carl Blackwell,OK26,-97.1917,36.135,SPL                3
OK,27,Lake Chickasha,OK27,-98.1317,35.13,SPL                3
OK,29,Claremore Lake,OK29,-95.58,36.3233,TPL                1
OK,3,Altus-Lugert,OK3,-99.29581,34.8865,SPL                3
OK,30,Clear Creek,OK30,-97.8417,34.5861,SPL                3
OK,31,Clinton Lake,OK31,-99.2267,35.43,SPL                5
OK,32,Coalgate City Lake,OK32,-96.23035,34.5721,SAP                3
OK,33,Copan Lake,OK33,-95.97,36.885,TPL                1
OK,35,Cushing City Lake,OK35,-96.875,36.03,SPL                3
OK,36,Lake Texoma,OK36,-96.56667,33.83333,CPL                4
OK,39,Duncan Lake,OK39,-97.81,34.5217,SPL                3
OK,41,Lake Ellsworth,OK41,-98.36814,34.79445,SPL                3
OK,42,EUCHA,OK42,-94.935,36.375,SAP                4
OK,43,Eufaula Lake,OK43,-95.36167,35.30833,SPL                5
OK,45,Fort Gibson Lake,OK45,-96.15833,36.535,SPL                3
OK,53,,OK53,-99.56667,36.55,SPL                5
OK,54,Great Salt Plains,OK54,-98.13833,36.74833,SPL                5
OK,55,Greenleaf,OK55,-95.16667,35.60833,SAP                4
OK,56,Guthrie City Lake,OK56,-97.44,35.82,SPL                1
OK,57,Healdton City Lake,OK57,-97.0222,34.0917,SPL                3
OK,59,Heyburn Lake,OK59,-96.305,35.94667,SPL                5
OK,60,Rocky Lake,OK60,-99.0733,35.1694,SPL                5
OK,61,Holdenville Lake,OK61,-96.37,35.0283,SPL                1
OK,62,Bartlesville City Lake,OK62,-96.0389,36.8067,SPL                1
OK,63,Hugo,OK63,-95.37667,34.01667,CPL                4
OK,64,Hulah Lake,OK64,-96.08333,36.92667,SPL                3
OK,65,Lake Humphreys,OK65,-97.88361,34.58611,SPL                3
OK,66,Lake Jean Neustadt,OK66,-97.0222,34.0917,SPL                3
OK,67,Jim Hall Lake,OK67,-95.9217,35.4183,SPL                1
OK,68,Kaw Lake,OK68,-96.92333,36.70167,SPL                5
OK,69,Keystone Lake,OK69,-96.25333,36.15,SPL                5
OK,71,Konawa Lake,OK71,-96.7017,34.9617,SPL                1
OK,72,Lake Elmer Thomas,OK72,-98.63333,34.82778,SPL                1
OK,73,Lake Lawtonka,OK73,-98.5,34.73645,SPL                3
OK,75,McAlester,OK75,-95.80367,35.175,SAP                4
OK,76,McGee Creek Lake,OK76,-95.87519,34.31404,SAP                1
OK,80,Meeker Lake,OK80,-96.0222,35.5583,SPL                1
OK,82,Tom Steed Reservoir,OK82,-98.98746,34.73861,SPL                3
OK,85,Lake Murray,OK85,-97.0633,34.98,SPL                1
OK,86,New Spiro,OK86,-94.6222,35.1917,SAP                4
OK,88,Okemah Lake,OK88,-96.3194,35.535,SPL                1
OK,89,Okmulgee Lake,OK89,-96.0617,35.6217,SPL                1
OK,90,Oologah Lake,OK90,-95.67833,36.42333,TPL                1
OK,93,Overholser,OK93,-97.6694,35.485,SPL                5
OK,94,Pauls Valley City Lake,OK94,-97.205,34.7683,SPL                1
OK,95,Pawnee City Lake,OK95,-96.8017,36.3583,SPL                1
OK,97,Grand Lake,OK97,-95.0417,36.4681,SAP                3
OR,29,Emigrant Lake,OR29,-122.6052,42.16177,WMT                2
OR,4,Applegate Reservoir,OR4,-123.1133,42.055,WMT                2
OR,46,Hyatt Lake,OR46,-122.468,42.1716,WMT                2
OR,88,Lost Creek Reservoir,OR88,-122.67,42.66833,WMT                2
OR,9,Brownlee,OR9,-116.8987,44.83602,WMT                2
OR,91,Willow Lake,OR91,-122.4494,42.47919,WMT                2
OR,93,Fish Lake,OR93,-122.332006,42.388219,WMT                2
OR,94,Howard Prairie Reservoir,OR94,-122.400799,42.226738,WMT                2
PA,100,Stillwater Lake,PA100,-75.485,41.695,NAP                1
PA,105,Tioga Reservoir,PA105,-77.12833,41.90167,NAP                1
PA,118,Youghiogheny River Lake,PA118,-79.36833,39.79833,SAP                3
PA,119,Duck Harbor Pond,PA119,-75.2,41.75333,NAP                2
PA,120,Koon Lake,PA120,-78.65912,39.769756,SAP                1
PA,121,Chester-Octoraro Reservoir,PA121,-76.056833,39.80814,SAP                4
PA,122,Lake Jean,PA122,-76.29833,41.33528,NAP                1
PA,123,Lake Wallenpaupack,PA123,-75.228596,41.422649,NAP                2
PA,13,Beaverdam Run Reservoir,PA13,-78.66111,40.31972,SAP                1
PA,14,Beltzville Lake,PA14,-75.63825,40.84778,SAP                1
PA,15,Blue Marsh Reservoir,PA15,-76.02872,40.3797,SAP                4
PA,20,Conemaugh River Lake,PA20,-79.36667,40.46667,SAP                4
PA,22,Cowanesque Lake,PA22,-77.17167,41.98167,NAP                2
PA,25,Curwensville Lake,PA25,-78.52333,40.96,SAP                3
PA,33,Foster Joeseph Sayers Lake,PA33,-77.61,41.045,SAP                3
PA,37,Glendale Lake,PA37,-78.535,40.69695,SAP                1
PA,38,Gouldsboro Lake,PA38,-75.45167,41.235,NAP                2
PA,41,Hammond Lake,PA41,-77.145,41.90167,NAP                2
PA,43,High Point Lake,PA43,-79.22667,39.78167,SAP                1
PA,51,Lake Carey,PA51,-75.925,41.58833,NAP                2
PA,56,Lake Marburg,PA56,-76.88167,39.81,SAP                1
PA,57,Lake Ontelaunee,PA57,-75.93083,40.44695,SAP                4
PA,58,Lake Redman,PA58,-76.71389,39.89695,SAP                4
PA,60,Lake Somerset,PA60,-79.0675,40.02111,SAP                4
PA,63,Lower Lake,PA63,-75.23528,41.31333,NAP                2
PA,66,Marsh Creek Lake,PA66,-75.71833,40.05667,SAP                1
PA,67,Mauch Chunk Lake,PA67,-75.79583,40.84417,SAP                1
PA,69,Middle Creek Wildlife Management Area,PA69,-76.23778,40.26639,SAP                4
PA,72,Lake Arthur,PA72,-80.12,40.96333,SAP                4
PA,76,Lake Nockamixon,PA76,-75.18584,40.46972,SAP                4
PA,78,Lake Galena,PA78,-75.20417,40.31667,SAP                4
PA,81,Pikes Creek Reservoir,PA81,-76.04945,41.265,NAP                1
PA,82,Conewago Lake,PA82,-76.87055,40.09083,SAP                4
PA,87,Promised Land Lake,PA87,-75.20972,41.31805,NAP                2
PA,88,Prompton Lake,PA88,-75.33066,41.58854,NAP                2
PA,89,Pymatuning Lake,PA89,-80.46,41.50167,NAP                2
PA,90,Quemahoning Reservoir,PA90,-78.9425,40.18222,SAP                1
PA,91,Raystown Lake,PA91,-78,40.43333,SAP                4
PA,92,Rose Valley Lake,PA92,-75.99834,41.38667,NAP                1
PA,94,Shawnee Lake,PA94,-78.62,40.03167,SAP                4
PA,95,Shenango Lake,PA95,-80.46333,41.265,NAP                2
PA,96,Shohola Marsh Reservoir,PA96,-74.97,41.39,NAP                2
SC,24,Lake Wateree,SC24,-80.7015,34.3367,SAP                1
SD,15,Mina,SD15,-98.73167,45.44167,TPL                1
SD,16,Lake Mitchell,SD16,-98.025,43.74,TPL                1
SD,17,Lake Oahe,SD17,-100.3867,44.45,NPL                1
SD,19,Pactola Reservoir,SD19,-103.4888,44.07435,WMT                2
SD,2,Amsden,SD2,-97.97667,45.35333,TPL                1
SD,22,Richmond,SD22,-98.59167,45.535,TPL                1
SD,23,Shadehill,SD23,-102.2011,45.7525,NPL                2
SD,27,Deerfield Reservoir,SD27,-103.801074,44.017262,WMT                2
SD,28,Sheridan Lake,SD28,-103.466935,43.973978,WMT                2
SD,29,Lake Sharpe,SD29,-99.907379,44.23536,NPL                2
SD,30,Belle Fourche Reservoir,SD30,-103.695545,44.733808,NPL                2
SD,31,Angostura Reservoir,SD31,-103.421574,43.307942,NPL                2
SD,6,East Vermillion Lake,SD6,-97.17167,43.59,TPL                1
SD,7,Elm Lake,SD7,-98.705,45.855,TPL                1
SD,8,Lake Francis Case,SD8,-98.555,43.065,NPL                1
SD,9,Lewis and Clark Lake,SD9,-97.48167,42.84833,TPL                2
TN,11,Cordell Hull Reservoir,TN11,-85.94167,36.29,SAP                3
TN,12,Dale Hollow Reservoir,TN12,-85.54,36.45167,SAP                1
TN,14,Douglas,TN14,-83.53833,35.959,SAP                3
TN,17,Patrick Henry,TN17,-82.50833,36.5,SAP                3
TN,20,Great Falls Reservoir,TN20,-85.63167,35.80667,SAP                3
TN,22,John Sevier,TN22,-82.967,36.382,SAP                4
TN,27,Nickajack Reservoir,TN27,-85.62167,35.00167,SAP                3
TN,28,Davy Crockett,TN28,-82.863,36.065,SAP                4
TN,29,Normandy Reservoir,TN29,-86.24667,35.465,SAP                4
TN,3,Boone,TN3,-82.43833,36.44,SAP                3
TN,34,Pickwick,TN34,-88.25,35.07,CPL                3
TN,39,Reelfoot,TN39,-89.43195,36.35778,CPL                3
TN,40,South Holston,TN40,-82.085,36.523,SAP                1
TN,42,Tims Ford,TN42,-86.2712,35.215191,SAP                1
TN,43,Watauga,TN43,-82.118,36.323,SAP                1
TN,44,Watts Bar Reservoir,TN44,-84.78333,35.62,SAP                3
TN,45,Woods Reservoir,TN45,-86.067638,35.312884,SAP                3
TN,46,Barkley,TN46,-87.66258,36.387606,SAP                1
TN,47,Kentucky,TN47,-88.175011,36.881268,SAP                1
TN,6,Center Hill Reservoir,TN6,-85.82,36.10167,SAP                1
TN,9,Chickamauga Reservoir,TN9,-85.23,35.10333,SAP                3
TX,10,Lake Aquilla,TX10,-97.20833,31.91333,SPL                3
TX,100,Cedar Creek Reservoir,TX100,-96.06834,32.18,CPL                4
TX,101,Joe Pool,TX101,-96.96667,32.61667,SPL                5
TX,102,Alan Henry,TX102,-101.0417,33.06139,SPL                1
TX,108,Lake Abilene,TX108,-99.88834,32.235,SPL                2
TX,11,Aspermont City Lake,TX11,-100.225,33.10833,SPL                3
TX,110,Lake Arlington,TX110,-97.19833,32.72167,SPL                5
TX,111,Lake Arrowhead,TX111,-98.36667,33.76167,SPL                5
TX,112,Lake Athens,TX112,-95.72334,32.205,CPL                3
TX,114,Bonham City Lake,TX114,-96.13,33.65167,CPL                1
TX,115,Lake Brownwood,TX115,-99.00166,31.83833,SPL                2
TX,116,Casa Blanca,TX116,-99.44833,27.53333,SPL                3
TX,118,Childress Lake,TX118,-100.3583,34.47167,SPL                1
TX,119,Colorado City Reservoir,TX119,-100.9167,32.31833,SPL                1
TX,12,Lake Naconiche,TX12,-94.5694,31.7708,CPL                1
TX,122,Lake Crook,TX122,-95.56667,33.72833,CPL                3
TX,123,Lake Diversion,TX123,-98.93667,33.82,SPL                3
TX,125,Eastland County,TX125,-98.83221,32.41773,SPL                2
TX,127,Lake Fork,TX127,-95.54,32.80667,CPL                3
TX,128,Gilmer,TX128,-94.98167,32.76333,CPL                1
TX,129,Gladewater City Lake,TX129,-94.95834,32.555,CPL                1
TX,13,New Ballinger Reservoir,TX13,-100.0433,31.73,SPL                1
TX,130,Lake Halbert,TX130,-96.40334,32.07667,SPL                5
TX,131,Lake Hawkins,TX131,-95.25166,32.61167,CPL                1
TX,132,Lake Holbrook,TX132,-95.55167,32.685,CPL                1
TX,133,Lake Houston,TX133,-95.13167,29.92,CPL                2
TX,134,JB Thomas,TX134,-101.135,32.58333,SPL                3
TX,135,Lake Kemp,TX135,-99.145,33.755,SPL                3
TX,136,lake Kickapoo,TX136,-98.77834,33.66333,SPL                5
TX,138,Lake Kirby,TX138,-99.72833,32.385,SPL                2
TX,139,Lake Leon,TX139,-98.67561,32.36273,SPL                1
TX,14,Balmorhea Reservoir,TX14,-103.712,30.9599,XER                2
TX,140,Lake McQueeney,TX140,-98.04,29.59333,SPL                3
TX,141,Lake Mineral Wells,TX141,-98.04166,32.81667,SPL                2
TX,142,Monticello,TX142,-95.04333,33.08,CPL                1
TX,143,Palo Pinto Reservoir,TX143,-98.27013,32.6459,SPL                5
TX,145,Pauline,TX145,-99.67167,34.25,SPL                1
TX,147,Lake Quitman,TX147,-95.45,32.85833,CPL                1
TX,148,Lake Stamford,TX148,-99.56,33.07167,SPL                2
TX,149,Lake Striker,TX149,-94.975,31.935,CPL                3
TX,15,Lake Bardwell,TX15,-96.63333,32.26667,SPL                5
TX,150,Sulphur Springs,TX150,-95.61,33.17333,CPL                3
TX,151,Lake Sweetwater,TX151,-100.3017,32.43833,SPL                2
TX,152,Tanglewood,TX152,-101.7708,35.03956,SPL                1
TX,153,Tankersley,TX153,-95.01449,33.16797,CPL                1
TX,156,Lake Wichita,TX156,-98.53833,33.845,SPL                5
TX,157,Lake Winnsboro,TX157,-95.345,32.88667,CPL                1
TX,158,Lake Wood,TX158,-97.49167,29.46833,CPL                3
TX,16,Baylor Lake,TX16,-100.3717,34.47667,SPL                1
TX,160,Lake Worth,TX160,-97.415,32.79167,SPL                5
TX,161,Lake Lavon,TX161,-96.48333,33.03333,SPL                2
TX,164,Lake Lewsiville,TX164,-97.01667,33.06667,SPL                3
TX,166,Lake Livingston,TX166,-95.015,30.63333,CPL                2
TX,17,Lake Belton,TX17,-97.48333,31.1,SPL                1
TX,170,Mackenzie,TX170,-101.4367,34.54333,SPL                1
TX,171,Resaca de La Palma,TX171,-97.55333,25.98,CPL                3
TX,173,Lake Travis,TX173,-97.90667,30.39167,SPL                2
TX,174,Marine Creek Lake,TX174,-97.39346,32.82384,SPL                1
TX,175,Martin Creek Reservoir,TX175,-94.55167,32.27167,CPL                1
TX,177,Lake Marble Falls,TX177,-98.25667,30.55667,SPL                1
TX,178,McCarty Lake,TX178,-99.36,32.65833,SPL                2
TX,179,Buffalo Springs,TX179,-101.6917,33.535,SPL                1
TX,18,Benbrook,TX18,-97.45,32.65,SPL                3
TX,180,Medina,TX180,-98.93333,29.54,SPL                2
TX,182,Mill Creek,TX182,-95.855,32.53833,CPL                1
TX,183,Millers Creek Reservoir,TX183,-99.36833,33.42333,SPL                5
TX,184,Moss Creek Reservoir,TX184,-101.105,32.24,SPL                1
TX,186,Possum Kingdom Reservoir,TX186,-98.4261,32.8711,SPL                3
TX,188,Mountain Creek Lake,TX188,-96.94334,32.73167,SPL                5
TX,189,Lake Tyler East,TX189,-95.145,32.21,CPL                3
TX,191,Lake Murvaul,TX191,-94.42,32.03333,CPL                1
TX,193,Navarro Mills Reservoir,TX193,-96.7,31.95,SPL                5
TX,198,North Lake,TX198,-96.97,32.94667,SPL                1
TX,199,Lake Georgetown,TX199,-97.725,30.675,SPL                2
TX,200,O. C. Fisher Reservoir,TX200,-100.4833,31.46667,SPL                1
TX,201,Oak Creek Reservoir,TX201,-100.2667,32.04,SPL                1
TX,203,Palo Duro,TX203,-101.1633,36.36167,SPL                1
TX,204,Pat Mayse,TX204,-95.54833,33.85333,CPL                1
TX,206,Lake Proctor,TX206,-98.5,31.96667,SPL                2
TX,207,Lake Ray Roberts,TX207,-97.05,33.36667,SPL                2
TX,208,Red Bluff Reservoir,TX208,-103.91,31.90167,XER                2
TX,21,Lake Mexia,TX21,-96.57833,31.64333,SPL                3
TX,211,Richland Chambers Reservoir,TX211,-96.14167,31.96667,CPL                4
TX,212,Rita Blanca,TX212,-102.4983,36.025,SPL                5
TX,213,E. V. Spence Reservoir,TX213,-100.515,31.895,SPL                1
TX,214,Lake Ray Hubbard,TX214,-96.50667,32.80167,SPL                5
TX,215,Inks Reservoir,TX215,-98.385,30.73,SPL                1
TX,22,City Lake,TX22,-102.0267,35.03667,SPL                3
TX,220,Sam Rayburn Reservoir,TX220,-94.1,31.06667,CPL                1
TX,222,Sheldon Lake,TX222,-95.16666,29.85333,CPL                2
TX,226,Lake Somerville,TX226,-96.53333,30.33333,CPL                3
TX,227,Lake Waxahachie,TX227,-96.805,32.34167,SPL                5
TX,229,Squaw Creek,TX229,-97.76,32.28833,SPL                2
TX,23,Lake Palestine,TX23,-95.43833,32.055,CPL                4
TX,230,Limestone,TX230,-96.32,31.325,CPL                1
TX,231,Stillhouse Hollow Lake,TX231,-97.53333,31.03333,SPL                1
TX,237,Lake Welsh,TX237,-94.83334,33.04333,CPL                1
TX,24,Brady Creek,TX24,-99.39167,31.14,SPL                2
TX,242,Toledo Bend Reservoir,TX242,-93.5838,31.1614,CPL                1
TX,246,B. A. Steinhagen Reservoir,TX246,-94.16667,30.78333,CPL                3
TX,247,Tradinghouse Creek,TX247,-96.98,31.55333,SPL                2
TX,25,Brandy Branch,TX25,-94.485,32.43,CPL                1
TX,250,Truscott,TX250,-99.83667,33.79667,SPL                1
TX,253,Buffalo Lake National Wildlife Refuge,TX253,-102.1,34.98333,SPL                1
TX,256,Nueces,TX256,-99.82821,28.77876,SPL                2
TX,262,Victor Braunig,TX262,-98.37167,29.24,SPL                3
TX,263,Lake Waco,TX263,-97.21667,31.6,SPL                5
TX,265,Lake Corpus Christi,TX265,-97.865,28.04167,CPL                3
TX,268,White River,TX268,-101.0835,33.45852,SPL                1
TX,269,White Rock Lake,TX269,-96.725,32.815,SPL                5
TX,270,Lake Tyler (West),TX270,-95.17167,32.21167,CPL                3
TX,271,Lake Whitney,TX271,-97.36667,31.85,SPL                2
TX,273,Lake Cisco,TX273,-98.98448,32.43937,SPL                1
TX,275,Wright Patman,TX275,-94.16,33.305,CPL                1
TX,276,Lake Coffee Mill,TX276,-95.980697,33.729979,CPL                1
TX,277,Davy Crockett,TX277,-95.925851,33.736689,CPL                1
TX,278,Muenster Lake,TX278,-97.401366,33.66121,SPL                2
TX,279,Purtis Creek State Park Lake,TX279,-95.994,32.364956,CPL                1
TX,28,Lake Bridgeport,TX28,-97.83,33.22,SPL                2
TX,280,Caddo Lake,TX280,-94.010124,32.711622,CPL                3
TX,281,Pat Cleburne Lake,TX281,-97.427988,32.300192,SPL                3
TX,282,Alvarado Park Lake,TX282,-97.245326,32.377714,SPL                3
TX,283,Lake Pinkston,TX283,-94.359012,31.707943,CPL                1
TX,284,Lake Nacogdoches,TX284,-94.828863,31.611434,CPL                1
TX,285,Kurth Lake,TX285,-94.692292,31.444774,CPL                1
TX,286,Iowa Park Lake,TX286,-98.708997,33.980307,SPL                5
TX,287,Lake Cooper,TX287,-98.785729,33.444978,SPL                5
TX,288,Big Creek Reservoir,TX288,-95.699465,33.39372,SPL                2
TX,289,North Fork Buffalo Creek Reservoir,TX289,-98.753901,33.994754,SPL                5
TX,29,Lake Bryan,TX29,-96.45167,30.70833,CPL                1
TX,290,Lake Bastrop,TX290,-97.287912,30.157447,CPL                1
TX,291,Lost Creek Reservoir,TX291,-98.13077,33.240841,SPL                3
TX,292,Lady Bird Lake,TX292,-97.718267,30.246611,SPL                1
TX,293,Lake Austin,TX293,-97.788134,30.343843,SPL                1
TX,294,Lake LBJ,TX294,-98.352413,30.560487,SPL                3
TX,295,O. H. Ivie Reservoir,TX295,-99.676323,31.546357,SPL                1
TX,296,Twin Buttes Reservoir,TX296,-100.540552,31.366683,SPL                1
TX,297,Nasworthy Reservoir,TX297,-100.483203,31.38493,SPL                3
TX,298,Meredith Reservoir,TX298,-101.616097,35.678494,SPL                1
TX,299,Brazos Lake,TX299,-97.097212,31.551488,SPL                1
TX,30,Lake Buchanan,TX30,-98.41833,30.75167,SPL                3
TX,31,Lake Jacksonville,TX31,-95.30991,31.90405,CPL                3
TX,33,Calaveras,TX33,-98.305,29.27833,SPL                3
TX,35,Resaca Rancho Viejo,TX35,-97.725,26.06167,CPL                3
TX,41,Canyon Lake,TX41,-98.2,29.86667,SPL                2
TX,45,Fayette County Reservoir,TX45,-96.73666,29.915,SPL                1
TX,49,Champion Creek Reservoir,TX49,-100.86,32.28167,SPL                1
TX,50,Lake Coleman,TX50,-99.465,32.03,SPL                2
TX,51,Coleto Creek Reservoir,TX51,-97.16666,28.72333,CPL                3
TX,52,Lake Conroe,TX52,-95.56,30.35667,CPL                3
TX,55,Lake Granbury,TX55,-97.68833,32.37333,SPL                3
TX,56,Walter E. Long,TX56,-97.59666,30.285,SPL                1
TX,57,Delta Lake (Public Side),TX57,-97.98,26.415,CPL                3
TX,6,Amistad,TX6,-101.055737,29.469791,XER                1
TX,60,Eagle Mountain Lake,TX60,-97.49703,32.86987,SPL                3
TX,63,Lone Star,TX63,-94.725,32.91833,CPL                1
TX,64,Winters-Elm Creek Reservoir,TX64,-99.86833,31.93833,SPL                1
TX,68,Lake Fairfield,TX68,-96.04166,31.81833,CPL                4
TX,69,Falcon,TX69,-99.167,26.559,SPL                2
TX,7,Amon G. Carter,TX7,-97.865,33.46833,SPL                2
TX,70,Lake Nocona,TX70,-97.65166,33.88333,SPL                2
TX,72,Lake O' the Pines,TX72,-94.49667,32.765,CPL                1
TX,74,Hubert H. Moss commonly called Moss Lake,TX74,-97.21333,33.77333,SPL                2
TX,76,Fort Parker State Park Lake,TX76,-96.52805,31.58841,SPL                2
TX,79,Lake Bob Sandlin,TX79,-95.00166,33.075,CPL                1
TX,8,North Anson,TX8,-99.90166,32.85833,SPL                2
TX,80,Lake Cypress Springs,TX80,-95.14,33.05667,CPL                1
TX,82,Gibbons Creek Reservoir,TX82,-96.06167,30.61,CPL                3
TX,84,Lake Daniels,TX84,-98.86833,32.64833,SPL                3
TX,85,Lake Graham,TX85,-98.61333,33.13333,SPL                3
TX,86,Granger Lake,TX86,-97.31667,30.70333,SPL                3
TX,87,Lake Grapevine,TX87,-97.05,32.96667,SPL                1
TX,88,Greenbelt,TX88,-100.8933,35.00167,SPL                1
TX,9,Anzalduas,TX9,-98.334,26.137,CPL                3
TX,94,Hords Creek Reservoir,TX94,-99.56667,31.85,SPL                2
TX,95,Houston County Reservoir,TX95,-95.605,31.40667,CPL                3
