,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_km2,res_perim_km,sdi,mean_depth,mean_max_depth_ratio,mean_q,drain_area_km2,catch_surf_area_ratio,rel_depth_perc,lake_vol_m3,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_km2_yr,tp_bg_kg_km2_yr,tn_bg_kg_km2_yr_atom,tn_kg_km2_yr,tp_kg_km2_yr,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85precip,ABSprecip
2115,NC04901,35.43972,-80.69722,Coddle Creek,S,1993,22,44,1.00E+05,36400,NA,5.260918,26.50708038,3.260063203,27.99993572,0.636362175,69.5194,77906.8992,14808.61538,0.329751569,NA,NA,3.04E+12,5203,0.84,1,0.5,1.9,0.9,4.8,0.6,1.9,15.5,20.6,13.1,0,0,19.8,19.5,0,0.8,60,19,100,554,68,33,30,28,15,13,44,7,11,0,0,0,0,0,0,0.68732,0.73911,11.37,3.59,7.78,25.77,30.43,4.66,45,Piedmont,1204.47,1274.98,70.51
2116,NC04954,36.04028,-79.50417,Great Alamance Creek,T,1992,23,61.5,122500,30825,23000,4.5527175,74.87070879,9.898547793,27.3999371,0.445527432,119.35,223775.136,49152,0.346876451,28370040,NA,3.03E+12,4873,0.77,2,0.7,0.5,0.6,9.9,3.6,4.8,31.9,12.6,9.3,0,0,17.2,8.5,0,0.5,46,15,78,836,95,56,57,22,18,4,15,6,10,0,0,0,0,0,0,0.7219,0.39591,10.76,3.67,7.1,25.34,30.03,4.69,45,Piedmont,1204.47,1274.98,70.51
2117,NC05064,35.4349,-80.9591,Catawba River,H,NA,NA,NA,NA,NA,NA,126.1234552,9.49932272,0.238610529,NA,NA,116.667,NA,NA,NA,NA,NA,3.05E+12,5457,0.76,2,0.2,0.5,1,7.3,1.1,2.8,17.4,19.7,11.8,0,0,20,18.1,0,0.2,72,19,119,765,72,39,46,28,15,9,30,7,10,0,0,0,0,0,0,0.63145,0.07325,11.49,3.58,7.91,25.6,30.25,4.65,45,Piedmont,1204.47,1274.98,70.51
2118,NC05353,35.23833,-79.60306,Jackson,CRS,1997,18,87.5,NA,28014,23953,3.04728558,19.91180946,3.217725858,37.20310184,0.425178307,NA,6850.52355,2248.074369,0.575682697,29545546.44,NA,3.04E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,3.54,8.23,25.76,30.32,4.56,65,Southeastern Plains,1354.02,1363.28,9.26
2119,NC05570,35.836,-79.8113,Deep River,S,2002,13,78,183705,121200,93600,12.4238602,151.5120173,12.12589195,39.47873673,0.50613765,200.805,283448.5056,22814.85342,0.302548896,115453728,NA,3.03E+12,4900,1.01,2,1.2,0.7,1,13.2,3.7,5.9,32.5,10.2,8.1,0,0,13.3,9.4,0,0.7,43,14,74,831,88,56,49,18,12,9,31,5,8,0,0,0,0,0,0,0.76661,0.82718,11.01,3.64,7.37,25.18,29.87,4.69,45,Piedmont,1204.47,1274.98,70.51
2120,NC05680,36.4323,-76.6994,Benntees Creek,FO,NA,NA,NA,NA,NA,3100,3.283307214,22.26991912,3.467031365,3.820914823,NA,NA,NA,NA,0.056960291,3823788,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68,3.56,8.13,25.55,29.83,4.28,63,Middle Atlantic Coastal Plain,1249.9,1315.05,65.15
2121,NC05747,35.453,-83.805,Little Tennessee River,C,1944,71,NA,NA,NA,NA,35.21049971,311.1639905,14.79272315,NA,NA,1631.67,NA,NA,NA,NA,NA,6.01E+12,17198,1.97,3,0.5,0.1,0.5,0.3,0,0.2,68.4,8.2,16.3,0,0,4.1,1.1,0,0.2,179,18,223,933,42,4,10,12,12,5,23,34,54,0,1,0,0,0,0,0.70635,0.16061,9.16,3.59,5.57,21.87,26.57,4.7,66,Blue Ridge,1405.37,1492.54,87.17
2122,NC83001,35.4375,-80.90444,CATAWBA,HSR,1963,52,NA,-98,414100,414100,126.1234552,9.49932272,0.238610529,13.28698834,NA,116.667,-253.81902,-2.012465158,0.031958709,510784068,NA,3.05E+12,5457,0.76,2,0.2,0.5,1,7.3,1.1,2.8,17.4,19.7,11.8,0,0,20,18.1,0,0.2,72,19,119,765,72,39,46,28,15,9,30,7,10,0,0,0,0,0,0,0.63145,0.07325,11.41,3.58,7.83,25.54,30.2,4.66,45,Piedmont,1204.47,1274.98,70.51
2123,NC83002,35.7433,-81.8387,LINVILLE R,RS,1919,96,160,-98,288800,288800,26.3450586,207.0163019,11.37757882,44.36241736,0.277265108,63.863,-253.81902,-9.634408602,0.233467387,356229024,NA,3.05E+12,10091,0.8,1,0.4,0.3,0.1,0.8,0,0.4,51.9,15.9,26.7,0,0,1.5,1.6,0,0.5,159,19,212,311,24,11,15,10,6,3,12,33,65,1,1,0,0,0,0,0.40243,0,10.67,3.63,7.05,24.54,29.25,4.71,45,Piedmont,1204.47,1274.98,70.51
2124,NC83004,35.2165,-83.6803,DICKS CREEK,R,1942,73,NA,820,126000,126000,6.4952103,NA,NA,78.50449268,NA,NA,-253.81902,-39.07788162,0.832067398,155418480,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,3.56,5.01,20.84,25.5,4.66,66,Blue Ridge,1405.37,1492.54,87.17
2125,NC83005,35.1996,-83.6515,NANTAHALA R,S,1942,73,45,54800,126000,126000,6.4952103,33.97078598,3.760138811,78.50449268,1.744544282,334.841,-253.81902,-39.07788162,0.832067398,155418480,918.4,6.01E+12,17195,1.29,2,2,0,0,0,0,0.1,83,2.6,12,0,0,0.2,0.1,0,0.1,216,20,273,1048,17,1,6,1,1,0,1,43,92,0,1,0,0,0,0,0.6364,0.09964,8.05,3.56,4.5,20.17,24.82,4.65,66,Blue Ridge,1405.37,1492.54,87.17
2126,NC83102,35.63333,-78.95611,TOM JACK CREEK - OS ET AL,T,1979,36,55,5030,7200,5250,1.63088458,130.6993497,28.87065951,17.86596395,0.324835708,86.8995,6.2936757,3.859057072,0.377898739,6475770,67.1,3.03E+12,4926,0.92,1,5,2.9,0.1,1.8,0.4,1.4,29,32.5,13.8,0,0,2.5,8,0,2.5,69,23,112,428,66,28,21,20,21,6,23,18,31,2,4,0,0,0,0,0.86083,0.89867,11.49,3.6,7.89,25.68,30.28,4.61,45,Piedmont,1204.47,1274.98,70.51
2127,ND00000,47.97639,-97.28306,KELLYS SLOUGH DRAINAGE,ND,1995,20,7,NA,3450,1228,1.63088458,21.22518473,4.688509029,8.560774392,1.22296777,2.6983,51.7998,31.7617866,0.181076479,1514713.44,NA,NA,37643,0.28,1,2.9,12.6,6.9,1.3,0.7,3.9,0.1,0,0,0,0,2,69.7,0,0,3,1,8,835,124,41,34,53,63,1,3,0,0,0,0,0,0,0,0,0,0,-1.7,6.55,-8.25,20.01,25.47,5.47,48,Lake Agassiz Plain,562.02,600.24,38.23
2128,ND00005,48.90789,-98.27962,LITTLE SOUTH PEMBINA RIVER,SR,1971,44,NA,NA,10707,5013,1.56208796,NA,NA,27.73827829,NA,NA,186.47928,119.3782383,0.59949748,6183435.24,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.65,6.7,-10.35,18.08,23.59,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2129,ND00011,46.29922,-98.26652,COTTONWOOD CREEK,RF,1973,42,NA,NA,16839,8076,1.999553526,16.61877902,3.315335523,34.08006748,NA,28.8258,621.5976,310.8682453,0.651020302,9961584.48,NA,1.02E+13,27557,0.57,1,0.7,4.9,0,0,0,0,1.5,0,0,0,58.6,2.3,32.1,0,0,13,2,18,262,19,1,1,56,33,6,13,1,1,0,0,0,0,16,52,0.02772,0.01464,-0.64,6.06,-6.7,20.67,26.13,5.47,46,Northern Glaciated Plains,541.32,577.81,36.49
2130,ND00021,48.59845,-97.15398,Red River,SR,1964,51,NA,8900,12707,4510,5.21640254,NA,NA,9.858006849,NA,NA,90131.652,17278.51047,0.11659077,5562994.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41,6.69,-9.1,19.85,25.33,5.48,48,Lake Agassiz Plain,562.02,600.24,38.23
2131,ND00024,48.96691,-100.3669,OAK CREEK,RF,1961,54,NA,NA,21500,16140.5,6.550652282,40.76081604,4.492576569,13.28223305,NA,NA,152.80941,23.32736146,0.140181088,19908983.94,NA,9.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99,6.5,-9.49,17.69,23.2,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2132,ND00038,46.87,-101.2583,SWEETBRIAR CREEK,RF,1964,51,NA,12446,10400,3640,1.2747609,13.44192565,3.358474174,33.01579722,NA,11.8544,398.85846,312.8888889,0.789892562,4489867.2,591.3,1.01E+13,26635,0.25,2,0.7,0.2,0.1,0,0,0.7,0,0,0,1.3,51.1,9.3,36.3,0,0.4,1,1,3,79,13,4,3,52,27,13,25,0,0,1,0,1,1,14,44,0.19027,0.10389,-0.16,5.81,-5.97,20.23,25.69,5.46,43,Northwestern Great Plains,393.64,433.23,39.58
2133,ND00086,46.46375,-101.2021,CHANTAPETA CREEK-TR,R,1937,78,NA,NA,906,906,1.54590052,NA,NA,2.371722304,NA,NA,174.306327,112.7539267,0.051526859,1117532.88,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,5.69,-5.62,20.67,26.13,5.46,43,Northwestern Great Plains,393.64,433.23,39.58
2134,ND00096,47.06634,-101.2059,SQUARE BUTTE CREEK,OR,1967,48,NA,4874,20122,10350,2.6709276,20.01318068,3.454458259,30.4878088,NA,20.4949,378.13854,141.5757576,0.503913226,12766518,1925,1.01E+13,26481,0.49,1,1.6,0.6,0,0.4,0,0.5,0.1,0,0,0.4,61.1,11.1,22.5,0,1.7,3,2,5,108,17,9,7,36,17,11,18,0,0,4,0,0,0,22,58,0.42088,0.18553,-0.26,5.88,-6.14,19.85,25.31,5.46,43,Northwestern Great Plains,393.64,433.23,39.58
2135,ND00129,47.94167,-97.04667,RED RIVER,SR,1925,90,NA,NA,5250,5250,2.56166238,NA,NA,8.293819823,NA,NA,77958.699,30432.8594,0.139976218,6475770,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56,6.55,-8.11,20.16,25.62,5.45,48,Lake Agassiz Plain,562.02,600.24,38.23
2136,ND00145,47.50167,-101.4317,MISSOURI RIVER,CHINR,1953,62,180,827000,24500000,18500000,538.23238,191.7340245,2.331359076,184.2101034,1.023389463,NA,468632.7906,870.6887218,0.214481155,22819380000,563.3,1.01E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.73,5.96,-6.7,19.97,25.44,5.47,43,Northwestern Great Plains,393.64,433.23,39.58
2137,ND00146,46.96167,-98.75,PIPESTEM CREEK,CR,1974,41,99,48600,181650,9870,3.4600653,35.14773129,5.33028022,212.4556526,2.146016693,26.6911,1538.45406,444.6315789,3.085224319,12174447.6,NA,1.02E+13,27511,0.34,2,0.5,5.6,0,0.1,0,0.1,1.2,0,0,0,38.2,5.9,48.3,0,0,1,0,2,50,3,4,3,71,55,8,19,0,0,0,0,0,0,5,22,0.01916,0,-0.91,6.15,-7.05,20.34,25.79,5.45,46,Northern Glaciated Plains,541.32,577.81,36.49
2138,ND00147,45.98167,-103.2467,NORTH FORK GRAND RIVER,CSR,1970,45,74,64200,171838,19780,7.082005,37.11718338,3.934520289,98.19291744,1.326931317,15.3139,1219.88529,172.2514286,0.996695855,24398234.4,NA,1.01E+13,28274,0.27,3,1,0.4,0,0,0,0,0,0,0,9.3,29.9,3,56.3,0,0,1,1,2,43,8,5,4,38,23,14,29,0,0,0,0,7,7,13,37,0.0111,0,1.12,5.32,-4.2,20.36,25.79,5.42,43,Northwestern Great Plains,393.64,433.23,39.58
2139,ND00148,46.86361,-102.8064,HEART RIVER,ISCR,1949,66,46,105000,28218,10169,3.31437834,26.64880399,4.129253756,34.45413336,0.749002899,39.1723,1051.53594,317.2649573,0.511211827,12543258.12,NA,1.01E+13,28288,0.42,3,0.8,0,0,0.1,0,0.5,0,0,0,3.7,16,1.8,75.6,0,1.5,2,1,2,77,12,4,3,48,31,23,48,0,0,4,0,2,2,5,16,0.06498,0,0.4,5.6,-5.19,19.84,25.27,5.43,43,Northwestern Great Plains,393.64,433.23,39.58
2140,ND00149,46.57,-101.8167,HEART RIVER,IC,1948,67,118,5700,75785,67142,13.35059114,69.58533197,5.372325855,22.97206002,0.194678475,132.385,4687.8819,351.1367081,0.169828392,82818314.16,NA,1.01E+13,28294,0.67,3,0.7,0,0.1,0.2,0.1,0.5,0,0,0,4.8,20.2,5.3,67.3,0,0.9,1,1,1,62,9,9,8,47,29,17,35,0,0,2,0,3,3,7,24,0.21246,0.03875,0.15,5.64,-5.49,20.37,25.82,5.45,43,Northwestern Great Plains,393.64,433.23,39.58
2141,ND00151,46.93333,-98.69,JAMES RIVER,ICSR,1952,63,74,2930,379636,35535,10.34377416,84.80823821,7.438637884,148.5270456,2.007122237,34.0544,4325.2833,418.1533646,1.247460005,43831711.8,435.9,1.02E+13,27490,0.4,3,0.6,4.1,0,0.1,0.1,0.2,0.9,0,0,0,21.1,13.5,59.3,0,0,0,0,1,6,0,9,13,73,61,8,22,0,0,0,0,0,0,1,4,0,0,-0.87,6.15,-7.01,20.38,25.84,5.46,46,Northern Glaciated Plains,541.32,577.81,36.49
2142,ND00183,48.16253,-102.3936,LITTLE KNIFE RIVER,RF,1934,81,NA,NA,3962,582,1.372290226,NA,NA,11.68384224,NA,NA,206.681202,150.6104394,0.269415949,717885.36,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45,6,-7.45,19.02,24.47,5.46,43,Northwestern Great Plains,393.64,433.23,39.58
2143,ND00189,47.755,-99.92167,SHEYENNE RIVER,SR,1920,95,NA,2000,7646,2337,1.321704476,15.63071886,3.835364663,23.41084644,NA,19.6416,1383.05466,1046.417636,0.550060601,2882642.76,NA,9.02E+12,37547,0.48,1,1,5.8,0,0.1,0,0.2,0.8,0,0,0,39,0.6,52.6,0,0,4,2,5,111,17,3,2,69,48,7,17,0,0,0,0,0,0,9,33,0,0,-0.99,6.24,-7.23,20.23,25.73,5.49,46,Northern Glaciated Plains,541.32,577.81,36.49
2144,ND00192,48.29167,-102.4042,LITTLE KNIFE RIVER,S,1936,79,NA,NA,3720,1550,1.02385558,NA,NA,14.70352356,NA,NA,56.97978,55.65217391,0.392520799,1911894,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99,6.03,-8.02,18.71,24.18,5.47,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2145,ND00309,47.03667,-98.08,SHEYENNE RIVER,CSR,1950,65,55,126000,156000,69500,22.1363242,131.0269799,7.856025216,28.51913014,0.518529639,1.013,20921.93922,945.1407678,0.16373598,85726860,NA,9.02E+12,37809,0.28,1,0.3,8.1,0,0,0,0.2,0.1,0,0,0,0.6,11.2,79.5,0,0,3,1,6,205,16,1,2,82,79,6,19,0,0,0,0,0,0,0,0,0,0,-1.69,6.24,-7.93,19.74,25.2,5.45,46,Northern Glaciated Plains,541.32,577.81,36.49
2146,ND00310,48.40333,-97.79167,SOUTH BRANCH OF PARK RIVER,CSR,1950,65,62,23500,7000,3550,1.1735894,NA,NA,24.13787562,0.389320575,NA,585.33774,498.7586207,0.601868424,4378854,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.77,6.64,-8.41,20.07,25.59,5.51,48,Lake Agassiz Plain,562.02,600.24,38.23
2147,ND00314,48.65308,-102.0571,DES LACS RIVER,C,1935,80,NA,1650,8828,6829,3.96187594,9.247259276,1.310561754,9.017343957,NA,40.3062,1592.84385,402.0429009,0.1223739,8423434.92,NA,9.01E+12,37406,0.42,2,1.1,2.4,0.1,0.2,0,0.6,0.1,0,0,0,30.1,0.7,64.4,0,0.4,0,0,1,98,15,2,2,74,56,5,14,0,0,1,0,0,0,7,28,0,0,-1.62,6.2,-7.82,18.99,24.47,5.49,46,Northern Glaciated Plains,541.32,577.81,36.49
2148,ND00316,48.69647,-102.0994,DES LACS RIVER,C,1935,80,NA,3443.5,64000,46286,19.07285118,89.82433691,5.802045109,13.57942989,NA,40.3062,1282.04505,67.21833227,0.083991305,57092855.28,NA,9.01E+12,37406,0.42,2,1.1,2.4,0.1,0.2,0,0.6,0.1,0,0,0,30.1,0.7,64.4,0,0.4,0,0,1,98,15,2,2,74,56,5,14,0,0,1,0,0,0,7,28,0,0,-1.64,6.22,-7.86,18.94,24.44,5.5,46,Northern Glaciated Plains,541.32,577.81,36.49
2149,ND00319,47.14,-98.77666,JAMES RIVER,F,1937,78,11.6,1100,1492,676,1.39211984,61.07155407,14.60143539,4.337199345,0.373896495,0.2945,1994.2923,1432.55814,0.099295982,833832.48,437.7,1.02E+13,28300,0.28,1,0.1,4.9,0,0,0,0.1,0.1,0,0,0,6.1,29.9,58.7,0,0,3,1,7,136,17,1,1,78,69,9,26,0,0,0,0,0,0,1,4,0,0,-1.06,6.19,-7.25,20.18,25.64,5.46,46,Northern Glaciated Plains,541.32,577.81,36.49
2150,ND00321,47.34833,-102.6472,SPRING CREEK,F,1937,78,33,11200,27910,5100,4.04686,22.24677651,3.119628597,27.90993593,0.845755634,15.6688,352.23864,87.04,0.374766146,6290748,NA,1.01E+13,26560,0.27,2,1,0.8,0,0.3,0,0.7,0,0,0,9.9,47.9,1.5,37.8,0,0,2,1,3,31,1,2,1,37,18,15,25,0,0,0,0,7,7,19,49,0.08299,0.01014,0.26,5.76,-5.49,20.13,25.59,5.46,43,Northwestern Great Plains,393.64,433.23,39.58
2151,ND00322,48.32332,-99.14335,MAUVAIS COULEE-TR,FR,1942,73,NA,NA,11642,11642,12.41171962,16.59117623,1.328483269,3.795883037,NA,96.3912,1823.35296,146.9057711,0.029104319,14360174.16,NA,9.02E+12,37530,0.58,3,0.9,6.8,0.1,0.1,0,0.3,1.8,0,0,0,27.1,1.6,61.1,0,0.1,1,1,3,147,6,1,1,80,67,4,13,0,0,0,0,0,0,4,18,0,0,-2.54,6.47,-9.01,19.19,24.69,5.49,46,Northern Glaciated Plains,541.32,577.81,36.49
2152,ND00323,48.59906,-102.0026,DES LACS RIVER,C,1937,78,NA,2100,4486,2749,1.76847782,7.422430698,1.574494812,10.26542266,NA,NA,1711.98339,968.0549199,0.208515157,3390836.52,NA,9.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67,6.18,-7.85,19.03,24.51,5.48,46,Northern Glaciated Plains,541.32,577.81,36.49
2153,ND00325,48.98333,-100.965,SOURIS RIVER,F,1936,79,12.2,36828,77039,50,2.428116,74.99548959,13.57673435,128.3980386,10.52442939,2.0816,43770.831,18026.66667,2.225790463,61674,NA,9.01E+12,37411,0.28,1,0.4,2.6,0.1,0,0,0.1,0.2,0,0,0.2,20.9,2,72.8,0,0.7,1,0,1,49,10,1,1,81,69,4,12,0,0,1,0,0,0,4,18,0,0,-2.56,6.44,-8.99,19.31,24.82,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2154,ND00326,48.77555,-100.8701,SOURIS RIVER,C,1936,79,NA,11400,22301,12235,13.0511235,14.44080876,1.12761919,6.915022885,NA,NA,42216.837,3234.728682,0.05170473,15091627.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59,6.4,-8.99,19.2,24.72,5.52,46,Northern Glaciated Plains,541.32,577.81,36.49
2155,ND00327,48.67073,-100.7844,Souris River,C,1936,79,NA,19740,25647,10313,17.23557674,11.40854852,0.77519752,6.021822288,NA,248.373,41957.838,2434.374266,0.03918101,12720879.24,NA,NA,37413,0.74,4,1.2,4.5,0.2,0.2,0.1,0.5,3.6,0,0,1.2,29.7,1.7,56.6,0,0.5,0,0,0,29,2,5,3,62,48,6,16,2,1,1,0,1,1,9,30,0,0,-2.74,6.38,-9.12,19.18,24.71,5.53,46,Northern Glaciated Plains,541.32,577.81,36.49
2156,ND00328,48.63094,-100.7139,SOURIS RIVER,C,1935,80,NA,16940,45008,5107,13.77146458,74.37260616,5.6535056,13.22594672,NA,217.682,36259.86,2632.970908,0.096271404,6299382.36,NA,9.01E+12,37822,0.84,3,1.5,4.9,0.1,0.3,0.1,0.6,4.4,0,0,1.3,31.4,2,53.1,0,0.5,0,0,0,26,1,7,6,60,42,6,15,2,2,1,0,1,1,9,34,0,0,-2.64,6.38,-9.02,19.27,24.8,5.53,46,Northern Glaciated Plains,541.32,577.81,36.49
2157,ND00329,48.58715,-100.6543,SOURIS RIVER,C,1935,80,NA,17895,24492,3053,8.62385866,72.73164043,6.986625411,11.4931693,NA,217.228,36259.86,4204.59878,0.105718159,3765814.44,NA,9.01E+12,37415,0.84,3,1.5,4.8,0.1,0.3,0.1,0.6,4.4,0,0,1.3,31.3,2,53.2,0,0.5,0,0,0,35,5,7,6,60,42,6,15,2,2,1,0,1,1,9,33,0,0,-2.52,6.38,-8.9,19.32,24.85,5.53,46,Northern Glaciated Plains,541.32,577.81,36.49
2158,ND00330,48.43171,-101.5411,SOURIS RIVER,C,1936,79,NA,26000,1214,1214,1.16549568,NA,NA,4.215268101,NA,NA,23827.908,20444.44444,0.10547037,1497444.72,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38,6.21,-7.59,19.55,25.05,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2159,ND00331,48.37833,-101.51,SOURIS RIVER,F,1935,80,18.1,6950,5362,2803,3.71097062,NA,NA,5.847314821,0.323056067,NA,24345.906,6560.523446,0.081992348,3457444.44,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27,6.19,-7.47,19.57,25.08,5.5,46,Northern Glaciated Plains,541.32,577.81,36.49
2160,ND00332,48.45833,-101.5833,SOURIS RIVER,CRF,1937,78,38,NA,200583,108894,39.0724333,94.97547266,4.286187106,20.77499115,0.546710293,23.0643,23724.3084,607.1879855,0.089777234,134318571.1,NA,9.01E+12,37818,0.51,1,0.2,2.1,0,0.1,0,0.2,0.3,0,0,0.3,15.9,0.9,79.7,0,0.4,2,1,2,9,1,1,1,82,71,4,13,0,0,1,0,0,0,3,15,0,0,-1.47,6.21,-7.67,19.55,25.07,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2161,ND00341,47.98213,-97.26264,KELLYS SLOUGH,C,1937,78,NA,NA,1929,594,1.15740196,NA,NA,6.744739761,NA,NA,56.461782,48.78321678,0.169349412,732687.12,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,6.55,-8.25,20.01,25.48,5.47,48,Lake Agassiz Plain,562.02,600.24,38.23
2162,ND00344,48.82515,-99.20622,MAUVAIS COULEE,C,1937,78,NA,2299,7600,2829,3.22130056,9.467514114,1.488042134,9.547716775,NA,NA,271.94895,84.42211055,0.143695943,3489514.92,NA,9.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,6.6,-9.8,18.44,23.95,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2163,ND00347,48.00132,-99.82527,NORTH FORK SHEYENNE RIVER,RF,1938,77,NA,NA,7136,4681,4.52843634,13.67467008,1.812748753,6.377107791,NA,NA,782.17698,172.7256479,0.080948765,5773919.88,NA,9.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59,6.31,-7.91,19.89,25.38,5.49,46,Northern Glaciated Plains,541.32,577.81,36.49
2164,ND00348,48.54667,-103.6883,PATS COULEE,C,1937,78,NA,NA,9720,3003,5.260918,16.45674253,2.023988308,7.476905912,NA,NA,135.974475,25.84615385,0.08805454,3704140.44,NA,1.01E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03,5.9,-6.93,19.86,25.35,5.49,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2165,ND00362,48.94837,-99.98798,Pembina River-TR,C,1938,77,NA,NA,2099,800,1.618744,7.075730325,1.568834307,5.247487953,NA,NA,NA,NA,0.11140969,986784,NA,9.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,6.53,-9.74,17.49,22.99,5.5,46,Northern Glaciated Plains,541.32,577.81,36.49
2166,ND00368,46.38313,-99.60982,BEAVER CREEK,R,1934,81,NA,NA,5319,5319,3.857062266,14.05891228,2.0193811,5.580723732,NA,11.8268,463.60821,120.1972511,0.07675785,6560880.12,NA,1.01E+13,28007,0.39,1,0.8,1.4,0,0.1,0.1,0.1,0.3,0,0,0.1,57,0.4,39.6,0,0,5,1,6,81,14,3,2,40,20,14,24,0,0,0,0,0,0,20,53,0.12522,0.07629,-1.07,5.91,-6.98,19.81,25.27,5.46,42,Northwestern Glaciated Plains,404.37,439.63,35.26
