FID,FID_1,NIDID,Dam_Name,Other_Dam_,GNIS_Name,State,Latitude,Longitude,County,River,Purposes,Year_Compl,Reservoir_,Hydraulic_,NID_Height,Maximum_Di,Maximum_St,Normal_Sto,NID_Storag,NID_Stor_1,Surface_Ar,Surface__1,Surface__2,Surface__3,Surface__4,Drai_ge_Ar,Drai_ge__1,Drai_ge__2,Drai_ge__3,Reservoir1,Reservoi_1,Reservoi_2,Shoreline_,Mean_Depth,I_ex_of_Ba,Developmen,Maximum_De,Mean_Dep_1,Mean_Q,Catchment_,Relative_D,Surface__5,Lake_Volum,Lake_Vol_1,Lake_Vol_2,AreaSqKm,Elevation,ReachCode,E2RF1_,HUC,MEANV,STRAHLER,RR,REACH,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLA_S,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,T_TMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,T_FRAC,TPDFRAC,BASIN NAME
639,62,CO00129,COBB LAKE, ,Cobb Lake,CO,40.65167,-104.9722,LARIMER,CACHE LA POUDRE RIVER,I,1953,62,43,58,9110,28200,22300,28200,1228389180,765,33323400,1.1953125,3095847.9,3.0958479,2.9,7.510971,1856,80852000,24821.1854,7.565497311,4.700983588,1.212949067,36.86266047,0.275042943,2.571813521,43,0.857271174,.,2.426143791,0.565923165,0.112549259,971385770,27506604,27.506604,2.772,1566.4,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
640,63,CO00146,PARK CREEK, ,ND,CO,40.835,-105.1489,LARIMER,PARK CREEK,IF,1970,45,78.69999695,108,19147,10393,7343,10393,452718040.7,275,11979000,0.4296875,1112886.5,1.1128865,3.30625,8.563154438,2116,92178250,.,0,0,0,37.79264051,0,1.440634383,78.69999695,0.480211461,.,7.694545455,0.967703702,0.122869823,319860345.7,9057443.64,9.05744364,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
641,64,CO00157,BOYD LAKE, ,Boyd Lake,CO,40.42056,-105.0244,LARIMER,BIG THOMPSON RIVER-OS,FIRS,1900,115,40,40,1315,59981,48871,59981,2612766362,1747,76099320,2.7296875,7069864.42,7.06986442,17.3,44.806827,11072,482324000,59608.20926,18.16858218,11.28943718,1.927571011,34.33363612,0.30139615,2.575022709,40,0.858340903,.,6.337721809,0.348798702,0.117281024,2128815873,60281401.08,60.28140108,6.567,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
642,65,CO00166,MARIANO,"BOEDECKER, BOEDECKER LAKE",Mariano Reservoir,CO,40.385,-105.1322,LARIMER,BIG THOMPSON RIVER-TR,IRF,1889,126,23.60000038,30,1640,7680,5550,7680,334540032,374,16291440,0.584375,1513525.64,1.51352564,2.2703125,5.880086672,1453,63296312.5,22048.79555,6.720472883,4.175909584,1.540990044,20.53471222,0.981690838,2.610344731,23.60000038,0.87011491,.,3.885026738,0.450873108,0.221087754,241757445,6845814,6.845814,1.521,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
643,66,CO00182,PLEASANT VALLEY,TERRY LAKE,Terry Lake,CO,40.22333,-105.1231,BOULDER,ST. VRAIN CREEK-OS,ISR,1868,147,18.5,18.5,2114,4562,3076,4562,198720263.8,342,14897520,0.534375,1384026.12,1.38402612,3.1,8.028969,1984,86428000,26775.96901,8.161315354,5.071207874,1.956964319,13.33915066,2.151006467,2.163105513,18.5,0.721035171,.,5.801169591,0.306278589,0.364775653,133990252.4,3794184.48,3.79418448,1.297,1552.3,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
644,67,CO00214,BASELINE - EAST DAM, ,Base Line Reservoir,CO,39.99861,-105.1981,BOULDER,DRY CREEK,IS,1905,110,40,44,1665,6592,5300,6592,287146860.8,270,11761200,0.421875,1092652.2,1.0926522,0.590625,1.529712844,378,16466625,14869.03967,4.532083292,2.8161069,1.223071374,24.41475877,0.693250037,1.831106907,40,0.610368969,.,1.4,0.630916766,0.167137523,230867470,6537444,6.537444,1.056,1618.8,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
645,68,CO00215,BOULDER - NORTH DAM, ,Boulder Reservoir,CO,40.07833,-105.2122,BOULDER,DRY CREEK,SIR,1955,60,45,51,25500,17700,13300,17700,771010230,684,29795040,1.06875,2768052.24,2.76805224,14.453125,37.43344922,9250,402953125,22876.2448,6.972679414,4.332623507,1.182244897,25.87713358,0.425026437,1.725142238,45,0.575047413,.,13.52339181,0.420135742,0.168729309,579346670,16405284,16.405284,2.171,1576.7,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
646,69,CO00232,LEGGETT & HILLCREST, ,Leggett and Hillcrest Reservoir,CO,40.025,-105.2089,BOULDER,SOUTH BOULDER CREEK-TR,SI,1917,98,28,28,6752,15950,11234,15950,694780405,537,23391720,0.8390625,2173163.82,2.17316382,1.6578125,4.293717797,1061,46219812.5,51004.95434,15.54631008,9.660032323,2.974924744,29.70198023,1.121917169,3.182355025,28,1.060785008,.,1.975791434,0.544251676,0.156828842,489351916.6,13856914.32,13.85691432,2.051,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
647,70,CO00241,MARSHALL LAKE, ,ND,CO,39.95167,-105.2106,BOULDER,SOUTH BOULDER CREEK-TR,IS,1908,107,73,101,350,12878,11545,12878,560964392.2,305,13285800,0.4765625,1234292.3,1.2342923,1.284375,3.326518406,822,35808375,.,0,0,0,42.22285389,0,1.735185776,73,0.578395259,.,2.695081967,1.026595078,0.086674625,502899045.5,14240526.6,14.2405266,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
648,71,CO00244,PANAMA NO. 1 - EAST DAM,"BALLER LAKE, SWEDE LAKE, SIX MILE NO. 2",Panama Reservoir Number 1,CO,40.09222,-105.0772,BOULDER,BOULDER CREEK-OS,I,1904,111,45,51,4150,6979,4691,6979,304004542.1,370,16117200,0.578125,1497338.2,1.4973382,1.553125,4.022578219,994,43301125,20999.49216,6.40064521,3.977177818,1.475566184,18.86211886,1.106181038,1.257474591,45,0.419158197,.,2.686486486,0.416381215,0.258775025,204339490.9,5786254.68,5.78625468,1.355,1537.7,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
649,72,CO00247,GROSS, ,Gross Reservoir,CO,39.94833,-105.3589,BOULDER,SOUTH BOULDER CREEK,SHR,1955,60,330,340,20000,47500,41811,47500,2069095250,413,17990280,0.6453125,1671353.18,1.67135318,92.8,240.351072,59392,2587264000,56163.69955,17.11869562,10.63706771,3.735351239,115.0118425,0.331931144,1.045562205,330,0.348520735,60.5643,143.8062954,2.403084532,0.032407503,1821282979,51573032.28,51.57303228,1.68,2221.1,1.02E+13,22848,10190005,0.79,1,10190005020,23662,2,92,7,1,2.3,0,0.3,2.1,0.1,0.6,10.5,55.4,0,14.7,11.8,1.9,0.4,0,0,8489,1717,25,5,0.12,0.02,13136,39,0.18,69984,3301,208,10,1.29,0.07,34,43,4,3,31,23,30,0,0,5,9,2,11,1,4,0.07106,0.07211,Platte
650,73,CO00256,"VALMONT ""A""","LEGGETT-1, HILLCREST",Leggett and Hillcrest Reservoir,CO,40.03,-105.1839,BOULDER,BOULDER CREEK-TR,SI,1962,53,58,80,6752,15950,11234,15950,694780405,537,23391720,0.8390625,2173163.82,2.17316382,1.6578125,4.293717797,1061,46219812.5,51004.95434,15.54631008,9.660032323,2.974924744,29.70198023,1.121917169,1.536309322,58,0.512103107,.,1.975791434,0.544251676,0.156828842,489351916.6,13856914.32,13.85691432,2.051,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
651,75,CO00351,ANTERO, ,Antero Reservoir,CO,38.98833,-105.8956,PARK,S. FORK S. PLATTE RIVER,SR,1909,106,46,53,135325,115000,25618,115000,5009388500,2600,113256000,4.0625,10521836,10.521836,185,479.14815,118400,5157800000,77622.16144,23.65923481,14.70117164,2.05754727,44.23066769,0.74872677,2.884608762,46,0.961536254,18.1463,45.53846154,0.368331053,0.332976968,1115917518,31599290.64,31.59929064,9.005,.,1.02E+13,22647,10190001,0.28,2,10190001050,23454,2,39,60,1,1.9,0,0,0,0,0.2,11,21.5,0,19.7,43.7,0.8,0,0,1.2,1497,469,2,1,0.06,0.02,2501,4,0.09,26509,3772,41,6,1.66,0.24,0,0,0,0,39,13,5,6,0,10,6,31,88,0,0,0.0113,0,Platte
652,76,CO00357,CHEESMAN, ,Cheesman Lake,CO,39.20833,-105.2739,DOUGLAS,SOUTH PLATTE RIVER,S,1905,110,221,221,22368,87227,79064,87227,3799599397,874,38071440,1.365625,3536955.64,3.53695564,1750,4532.4825,1120000,48790000000,102308.2849,31.18356523,19.3765753,4.677414432,99.80183038,0.31975318,1.354775978,221,0.451591993,157.213,1281.464531,1.433455789,0.036267592,3444019934,97523862.72,97.52386272,3.581,6842,1.02E+13,25724,10190002,0.66,4,10190002057,26575,2,60,38,2,1.4,0,0,0,0,0.7,8.1,29.5,0,19.4,37.7,2.6,0,0,0.5,5253,1994,1,0,0.02,0.01,9029,2,0.03,222809,15135,49,3,1.63,0.11,2,2,0,0,38,35,47,1,0,13,19,11,30,0,1,0.06722,0.05022,Platte
653,77,CO00384,POINT OF ROCK,NORTH STERLING,North Sterling Reservoir,CO,40.785,-103.2672,LOGAN,CEDAR CREEK,I,1948,67,86,86,8000,113600,74590,113600,4948404640,2880,125452800,4.5,11654956.8,11.6549568,370.425,959.3970458,237072,10327449000,162889.2537,49.64864453,30.85024732,4.102484542,39.44435389,0.53962825,1.375965833,86,0.458655278,.,82.31666667,0.312097375,0.126677052,3249132941,92005273.2,92.0052732,10.724,1240.2,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
654,78,CO00385,PREWITT, ,Prewitt Reservoir,CO,40.43,-103.3706,WASHINGTON,SOUTH PLATTE RIVER,I,1912,103,36,42.5,0,51387,28840,51387,2238412581,2329,101451240,3.6390625,9425136.94,9.42513694,105,271.94895,67200,2927400000,62307.12963,18.99121311,11.80059651,1.745033481,22.0639253,0.533857489,1.838660442,36,0.612886814,.,28.85358523,0.194133081,0.26494779,1256267516,35573563.2,35.5735632,7.64,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
655,85,CO00512,FLOODWATER RET. B-3, ,ND,CO,40.8,-104.9922,LARIMER,COAL CREEK,C,1979,36,50,55,17000,6015,3839,6015,262012798.5,272,11848320,0.425,1100745.92,1.10074592,60.8984375,157.7263441,38975,1697848438,.,0,0,0,22.11391982,0,1.326835189,50,0.442278396,.,143.2904412,0.569354545,0.232453912,167226456.1,4735329.72,4.73532972,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
656,89,CO00837,NORTH POUDRE # 2,DEMMEL LAKE,ND,CO,40.715,-105.0506,LARIMER,CACHE LA POUDRE RIVER-TR,I,1955,60,26,33,10628,4450,3748,4450,193841555,295,12850200,0.4609375,1193823.7,1.1938237,5.0296875,13.02684033,3219,140227687.5,.,0,0,0,15.08471113,0,1.740543592,26,0.580181197,.,10.91186441,0.372930156,0.258231074,163262505.2,4623083.04,4.62308304,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
657,90,CO00841,NORTH POUDRE # 6, ,North Poudre Reservoir Number 6,CO,40.66889,-105.0267,LARIMER,CACHE LA POUDRE RIVER-TR,I,1905,110,41.59999847,41.6,15500,14514,10969,14514,632228388.6,541,23565960,0.8453125,2189351.26,2.18935126,10.6,27.453894,6784,295528000,32550.87867,9.921507817,6.164941114,1.891537028,26.82803453,0.733294673,1.9347141,41.59999847,0.6449047,.,12.53974122,0.489769501,0.161814076,477808543.1,13530042.12,13.53004212,1.938,1572.2,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
658,91,CO00842,NORTH POUDRE #15, ,North Poudre Reservoir Number 15,CO,40.77667,-105.1222,LARIMER,DRY CREEK,I,1949,66,53.20000076,53.20000076,2950,7700,5560,7700,335411230,315,13721400,0.4921875,1274760.9,1.2747609,1.6796875,4.350373828,1075,46829687.5,16577.21012,5.052733643,3.139624133,1.262428903,24.44438833,0.736748909,1.378442931,53.20000076,0.459480977,.,3.412698413,0.584824301,0.185875363,242193044,6858148.8,6.8581488,1.184,1664.2,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
659,92,CO00847,SEELEY LAKE, ,ND,CO,40.46333,-104.7372,WELD,CACHE LA POUDRE RIV-TR,I,1902,113,18,18,2000,2062,1542,2062,89820513.8,260,11325600,0.40625,1052183.6,1.0521836,3.3125,8.579341875,2120,92352500,.,0,0,0,7.930751024,0,1.321791837,18,0.440597279,.,8.153846154,0.208847439,0.553190919,67169365.8,1902026.16,1.90202616,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
660,93,CO00850,TERRY LAKE,LARIMER & WELD,Terry Lake,CO,40.61833,-105.0756,LARIMER,DRY CREEK-TR,I,1890,125,40,40,4780,9960,8345,9960,433856604,500,21780000,0.78125,2023430,2.02343,4.859375,12.58573266,3110,135479375,34080.72177,10.387804,6.454684219,2.060034745,19.91995427,1.009172235,1.49399657,40,0.497998857,.,6.22,0.378272568,0.196575655,363507365.5,10293390.6,10.2933906,1.846,1529.8,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
661,94,CO00851,CACHE LA POUDRE,TIMNATH RESERVOIR #2 DAM,ND,CO,40.72167,-104.9589,LARIMER,CACHE LA POUDRE RIVER-TR,I,1977,38,43,60,34441,16200,10070,16200,705670380,612,26658720,0.95625,2476678.32,2.47667832,20.7,53.612793,13248,577116000,.,0,0,0,26.47052747,0,1.846780986,43,0.615593662,.,21.64705882,0.454347766,0.199392133,438648193,12421143.6,12.4211436,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
662,95,CO00853,WINDSOR,BIG WINDSOR,Windsor Reservoir,CO,40.53167,-104.8706,WELD,CACHE LA POUDRE RIVER-TR,IF,1978,37,43,43,4940,21100,17538,21100,919113890,842,36677520,1.315625,3407456.12,3.40745612,5.609375,14.52822516,3590,156389375,43338.80901,13.20966899,8.208110394,2.018699569,25.05932489,0.610632278,1.748324993,43,0.582774998,.,4.263657957,0.366703313,0.157513613,763953526.2,21632772.24,21.63277224,3.448,1499.6,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
663,96,CO00855,WINDSOR #8, ,Windsor Reservoir Number 8,CO,40.655,-105.0456,LARIMER,CACHE LA POUDRE RIVER-TR,I,1903,112,54,56,194,11031,8993,11031,480509256.9,392,17075520,0.6125,1586369.12,1.58636912,1.7375,4.500107625,1112,48441500,18790.01499,5.727196568,3.558716098,1.282728832,28.14024152,0.516303874,1.563346751,54,0.521115584,.,2.836734694,0.603512542,0.143010374,391734180.7,11092685.64,11.09268564,1.562,1568.5,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
664,98,CO00993,LAKE JOHN, ,Lake John,CO,40.77333,-106.4572,JACKSON,N FK NORTH PLATTE-TR,RF,1957,58,25,27,2800,16128,7092,16128,702534067.2,612,26658720,0.95625,2476678.32,2.47667832,2.23125,5.778915188,1428,62207250,52786.38927,16.08929145,9.997425409,2.884011639,26.35288068,1.839230159,3.162345681,25,1.054115227,31.7153,2.333333333,0.452328443,0.283118836,308926810.8,8747840.16,8.74784016,2.946,8048,1.02E+13,22058,10180001,0.37,2,10180001008,22863,2,100,0,0,3,0.1,0,0,0,0,3.9,17.5,0.7,53.4,13.7,5.4,0,0,2.3,4414,652,26,4,0.11,0.02,5950,36,0.15,19595,769,117,5,0.7,0.03,0,0,2,3,37,13,13,6,4,35,52,5,20,3,8,0,0,Platte
665,99,CO00996,LAUNE,N. DELANEY BUTTE LAKE,ND,CO,40.71222,-106.4678,JACKSON,ROARING FORK,IPR,1971,44,26,27,345,4496,3722,4496,195845310.4,258,11238480,0.403125,1044089.88,1.04408988,1.059375,2.743770656,678,29535375,.,0,0,0,17.42631658,0,2.010728837,26,0.670242946,.,2.627906977,0.460677774,0.227420393,162129947.8,4591012.56,4.59101256,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
666,100,CO00997,MACFARLANE,SOAP CREEK,Mac Farlane Reservoir,CO,40.55333,-106.2922,JACKSON,SOAP CREEK,IP,1962,53,43,43,1036,9581,6951,9581,417347401.9,526,22912560,0.821875,2128648.36,2.12864836,7.03125,18.21086719,4500,196031250,27988.59871,8.530924887,5.300872664,1.649449589,18.21478708,0.994985421,1.270799099,43,0.4235997,.,8.55513308,0.337235076,0.24827016,302784864.9,8573919.48,8.57391948,1.041,8295,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
667,101,CO01008,WALDEN, ,Walden Reservoir,CO,40.735,-106.3006,JACKSON,ILLINOIS RIVER-OS,I,1955,60,15,22,691,5031,4506,5031,219149856.9,848,36938880,1.325,3431737.28,3.43173728,0.0234375,0.060702891,15,653437.5,62238.36126,18.97025251,11.78757219,2.888756839,5.932769399,3.413106283,1.18655388,15,0.39551796,.,0.017688679,0.086508953,0.617434273,196280909.4,5558060.88,5.55806088,3.102,8044,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
668,103,CO01106,PROSPECT, ,Prospect Reservoir,CO,40.01778,-104.5086,WELD,LOST CREEK-TR,I,1914,101,43.5,45,14700,9299,6368,9299,405063510.1,398,17336880,0.621875,1610650.28,1.61065028,9.4296875,24.42279633,6035,262899687.5,28381.06133,8.650547494,5.37520273,1.922816587,23.36426797,1.101307072,1.611328826,43.5,0.537109609,.,15.16331658,0.497292782,0.20505298,277389443.2,7854800.64,7.85480064,1.533,1527.1,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
669,109,CO01157,BLACK HOLLOW, ,Black Hollow Reservoir,CO,40.61333,-104.8706,WELD,BLACK HOLLOW CREEK,I,1918,97,39,42,6810,9300,8058,9300,405107070,371,16160760,0.5796875,1501385.06,1.50138506,21.4,55.425786,13696,596632000,27302.38272,8.321766254,5.170907473,1.915862598,25.0673279,0.837251892,1.928255992,39,0.642751997,.,36.91644205,0.552614912,0.151054169,351005674.2,9939381.84,9.93938184,1.509,1544.1,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
670,110,CO01163,DOUGLAS, ,Douglas Reservoir,CO,40.70333,-105.0872,LARIMER,DRY CREEK,IF,1901,114,47,47,39750,11700,9364,11700,509650830,565,24611400,0.8828125,2286475.9,2.2864759,46.40625,120.1917234,29700,1293806250,30181.48549,9.199316777,5.716192263,1.71619705,20.70791706,0.796456492,1.32178194,47,0.44059398,.,52.56637168,0.36992502,0.197958024,407894903.6,11550306.72,11.55030672,2.125,1586.2,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
671,111,CO01165,FOSSIL CREEK, ,Fossil Creek Reservoir,CO,40.49166,-104.9939,LARIMER,FOSSIL CREEK,I,1903,112,44.5,63,88100,16000,11100,16000,696958400,810,35283600,1.265625,3277956.6,3.2779566,28.259375,73.19149866,18086,787871375,41595.80163,12.67840034,7.877995254,1.975412296,19.75304107,0.925996553,1.33166569,44.5,0.443888563,.,22.32839506,0.294708709,0.239413209,483514890,13691628,13.691628,2.709,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
672,112,CO01169,HALLIGAN,NORTH POUDRE #16,Halligan Reservoir,CO,40.88,-105.3356,LARIMER,N FORK CACHE LA POUDRE,I,1970,45,78,95,10000,9312,6428,9312,405629788.8,253,11020680,0.3953125,1023855.58,1.02385558,0.4078125,1.056230297,261,11369812.5,37052.7743,11.29368561,7.017573136,3.148554637,36.80623961,1.424386056,1.415624601,78,0.471874867,124.255,1.031620553,0.982568193,0.129131062,280003037.2,7928809.44,7.92880944,1.037,1937,1.02E+13,22883,10190007,0.65,3,10190007018,23698,2,100,0,0,0.3,0.1,0,0,0,0.3,11.1,39,0.3,1.6,45.1,1.4,0,0,0.7,1615,529,2,1,0.06,0.02,3394,4,0.14,99259,9882,107,11,0.92,0.09,0,0,5,2,35,38,31,2,2,1,1,18,62,1,1,0.08509,0.12978,Platte
673,113,CO01184,HORSESHOE LAKE (EAST DAM), ,Horseshoe Lake,CO,40.44083,-105.0456,LARIMER,BIG THOMPSON RIVER-OS,I,1905,110,34.59999847,36.79999924,1750,10559,8051,10559,459948984.1,650,28314000,1.015625,2630459,2.630459,11.6,30.043884,7424,323408000,36607.4766,11.15795887,6.933236424,1.940724457,16.24457809,1.12357694,1.408489492,34.59999847,0.469496497,.,11.42153846,0.270553571,0.264880263,350700754.9,9930747.48,9.93074748,2.46,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
674,114,CO01187,LAKE LOVELAND, ,Lake Loveland,CO,40.405,-105.0875,LARIMER,BIG THOMPSON RIVER-OS,ISR,1894,121,46.59999847,46.6,0,16148,12736,16148,703405265.2,493,21475080,0.7703125,1995101.98,1.99510198,4.6703125,12.09606267,2989,130208312.5,21495.40906,6.551800681,4.071101503,1.308497864,32.7544887,0.417057095,2.10865814,46.59999847,0.702886047,.,6.062880325,0.626395859,0.126998894,554778886.4,15709601.28,15.70960128,1.793,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
